,Airport,Prox_Airports
245,24149.11*A,"['00987.*A', '07425.*A', '07589.*A', '07675.*A', '07796.*A', '18771.*A', '18855.*A', '18978.32*A', '18989.*A', '19080.*A', '19143.*A', '19199.2*A', '19307.2*A', '19122.*A', '19295.11*A', '19136.*A', '23307.*A', '23522.2*A', '24072.1*A', '23713.*A', '23895.11*A', '23965.1*A', '23454.*A', '24135.*A', '24194.*A', '23710.38*A', '24163.*A', '24067.61*A', '24889.*A', '24976.*A']"
246,24135.*A,"['00987.*A', '07589.*A', '07796.*A', '14733.4*A', '18771.*A', '18855.*A', '18876.11*A', '18978.32*A', '18989.*A', '19080.*A', '19143.*A', '19166.*A', '19199.2*A', '19253.1*A', '19307.2*A', '19283.*A', '19122.*A', '19289.2*A', '19295.11*A', '19136.*A', '23307.*A', '23522.2*A', '24072.1*A', '23713.*A', '23895.11*A', '23965.1*A', '23454.*A', '24149.11*A', '24194.*A', '23710.38*A', '24163.*A', '24067.61*A', '24889.*A', '24976.*A']"
247,24194.*A,"['07589.*A', '19295.11*A', '23307.*A', '23522.2*A', '24072.1*A', '23713.*A', '23895.11*A', '23965.1*A', '23454.*A', '24149.11*A', '24135.*A', '23710.38*A', '24163.*A', '24067.61*A', '24889.*A', '24976.*A']"
248,23710.38*A,"['00987.*A', '01132.*A', '01165.*A', '01176.*A', '06811.*A', '06721.*A', '06948.51*A', '07425.*A', '07589.*A', '07675.*A', '07796.*A', '11816.6*A', '12151.01*A', '11444.*A', '11270.*A', '14733.4*A', '18771.*A', '18855.*A', '18876.11*A', '18978.32*A', '18989.*A', '19080.*A', '19143.*A', '19166.*A', '19199.2*A', '19253.1*A', '19307.2*A', '19283.*A', '19122.*A', '19289.2*A', '19295.11*A', '19136.*A', '23097.*A', '23307.*A', '23522.2*A', '24072.1*A', '23713.*A', '23895.11*A', '23965.1*A', '23454.*A', '24149.11*A', '24135.*A', '24194.*A', '24163.*A', '24067.61*A', '24889.*A', '24976.*A']"
249,24163.*A,"['00987.*A', '01165.*A', '01176.*A', '07425.*A', '07589.*A', '07675.*A', '07796.*A', '14733.4*A', '18771.*A', '18855.*A', '18876.11*A', '18978.32*A', '18989.*A', '19080.*A', '19143.*A', '19166.*A', '19199.2*A', '19253.1*A', '19307.2*A', '19283.*A', '19122.*A', '19289.2*A', '19295.11*A', '19136.*A', '23307.*A', '23522.2*A', '24072.1*A', '23713.*A', '23895.11*A', '23965.1*A', '23454.*A', '24149.11*A', '24135.*A', '24194.*A', '23710.38*A', '24067.61*A', '24889.*A', '24976.*A']"
250,24067.61*A,"['00438.*A', '00987.*A', '01165.*A', '01176.*A', '07425.*A', '07589.*A', '07675.*A', '07796.*A', '11444.*A', '11270.*A', '18771.*A', '18855.*A', '18876.11*A', '18978.32*A', '18989.*A', '19080.*A', '19143.*A', '19166.*A', '19199.2*A', '19253.1*A', '19307.2*A', '19283.*A', '19122.*A', '19289.2*A', '19295.11*A', '19136.*A', '23307.*A', '23522.2*A', '24072.1*A', '23713.*A', '23895.11*A', '23965.1*A', '23454.*A', '24149.11*A', '24135.*A', '24194.*A', '23710.38*A', '24163.*A', '24889.*A', '24976.*A']"
251,24889.*A,"['00987.*A', '01165.*A', '01176.*A', '07425.*A', '07589.*A', '07675.*A', '07796.*A', '18771.*A', '18855.*A', '18876.11*A', '18978.32*A', '18989.*A', '19080.*A', '19143.*A', '19166.*A', '19199.2*A', '19253.1*A', '19307.2*A', '19283.*A', '19122.*A', '19289.2*A', '19295.11*A', '19136.*A', '23307.*A', '23522.2*A', '24072.1*A', '23713.*A', '23895.11*A', '23965.1*A', '23454.*A', '24149.11*A', '24135.*A', '24194.*A', '23710.38*A', '24163.*A', '24067.61*A', '24976.*A']"
252,24976.*A,"['00987.*A', '01132.*A', '01165.*A', '01176.*A', '07425.*A', '07589.*A', '07675.*A', '07796.*A', '14733.4*A', '18771.*A', '18855.*A', '18876.11*A', '18978.32*A', '18989.*A', '19080.*A', '19143.*A', '19166.*A', '19199.2*A', '19253.1*A', '19307.2*A', '19283.*A', '19122.*A', '19289.2*A', '19295.11*A', '19136.*A', '23097.*A', '23307.*A', '23522.2*A', '24072.1*A', '23713.*A', '23895.11*A', '23965.1*A', '23454.*A', '24149.11*A', '24135.*A', '24194.*A', '23710.38*A', '24163.*A', '24067.61*A', '24889.*A']"
253,25117.*A,"['00674.*A', '00751.4*A', '00788.*A', '01353.*A', '01975.1*A', '01346.*A', '01437.*A', '01369.1*A', '01400.5*A', '01434.*A', '01497.*A', '01590.*A', '01593.*A', '02165.*A', '01641.*A', '01651.*A', '01654.*A', '01647.*A', '01788.2*A', '01794.*A', '01818.*A', '01853.*A', '01376.1*A', '01971.*A', '01899.*A', '02166.*A', '02204.*A', '02389.1*A', '01986.*A', '02017.*A', '02112.*A', '02170.*A', '01539.*A', '02211.*A', '02341.*A', '02396.*A', '02413.*A', '01818.1*A', '02356.1*A', '02517.*A', '02573.*A', '02588.*A', '02596.131*A', '02623.*A', '02631.*A', '04206.*A', '14532.*A', '13048.*A', '13072.*A', '13079.25*A', '13108.*A', '25289.*A', '25287.*A', '25324.*A']"
254,25289.*A,"['00674.*A', '00751.4*A', '00788.*A', '01346.*A', '02517.*A', '02573.*A', '02588.*A', '02596.131*A', '02623.*A', '02631.*A', '02765.*A', '04206.*A', '14532.*A', '13048.*A', '13072.*A', '13079.25*A', '13108.*A', '25117.*A', '25287.*A', '25324.*A', '26372.*A', '27759.*A']"
255,25287.*A,"['00674.*A', '00751.4*A', '00788.*A', '01346.*A', '02413.*A', '02517.*A', '02573.*A', '02588.*A', '02596.131*A', '02623.*A', '02631.*A', '02765.*A', '04206.*A', '14532.*A', '13048.*A', '13072.*A', '13079.25*A', '13108.*A', '25117.*A', '25289.*A', '25324.*A', '26372.*A', '27759.*A']"
256,25324.*A,"['00674.*A', '00751.4*A', '00788.*A', '02517.*A', '02573.*A', '02588.*A', '02596.131*A', '02623.*A', '02631.*A', '02765.*A', '04206.*A', '12748.*A', '12960.*A', '14532.*A', '14733.4*A', '13048.*A', '13079.25*A', '13108.*A', '22817.*A', '25117.*A', '25289.*A', '25287.*A', '27759.*A']"
257,25863.*A,"['00128.*A', '00146.*A', '00164.*A', '00498.*A', '02802.*A', '02827.*A', '03250.1*A', '03642.*A', '03728.*A', '03641.*A', '03643.*A', '03760.*A', '03639.*A', '03805.*A', '03992.*A', '05388.11*A', '05375.*A', '05281.*A', '05738.*A', '07055.*A', '08525.*A', '08559.*A', '08551.*A', '09524.*A', '10228.*A', '09725.*A', '09657.*A', '09977.*A', '10382.2*A', '17205.1*A', '16650.*A', '16761.*A', '17220.*A', '13890.*A', '14052.*A', '15100.01*A', '15783.*A', '16269.*A', '17757.*A', '17668.2*A', '17695.*A', '17746.*A', '18603.*A', '18157.*A', '18609.*A', '18753.*A', '20069.11*A', '20480.2*A', '20503.*A', '20126.*A', '19673.*A', '21252.*A', '22209.*A', '22309.*A', '22210.*A', '23055.*A', '22899.*A', '23121.*A', '22905.*A', '25977.*A', '25986.*A', '26627.*A', '26768.*A']"
258,25977.*A,"['02802.*A', '02827.*A', '03642.*A', '03641.*A', '03643.*A', '03639.*A', '03805.*A', '03992.*A', '05388.11*A', '05281.*A', '08995.*A', '08750.*A', '09011.*A', '09112.*A', '09180.*A', '08525.*A', '08559.*A', '08551.*A', '09524.*A', '10228.*A', '09725.*A', '10382.2*A', '17205.1*A', '16650.*A', '16761.*A', '17220.*A', '13218.*A', '13890.*A', '14052.*A', '15100.01*A', '15783.*A', '16269.*A', '17757.*A', '17668.2*A', '17695.*A', '17746.*A', '18603.*A', '18157.*A', '18609.*A', '18753.*A', '20069.11*A', '20480.2*A', '20503.*A', '20126.*A', '19673.*A', '21252.*A', '21979.1*A', '22024.*A', '22209.*A', '22309.*A', '22210.*A', '22899.*A', '25863.*A', '25986.*A', '26627.*A', '26768.*A']"
259,25986.*A,"['00128.*A', '00146.*A', '00164.*A', '00498.*A', '02802.*A', '02827.*A', '03251.*A', '03250.1*A', '03642.*A', '03728.*A', '03641.*A', '03643.*A', '03760.*A', '03639.*A', '03805.*A', '03992.*A', '04427.*A', '04650.1*A', '05388.11*A', '05375.*A', '05281.*A', '05738.*A', '07055.*A', '08525.*A', '08559.*A', '08551.*A', '09524.*A', '10228.*A', '09725.*A', '09657.*A', '10092.*A', '09977.*A', '10382.2*A', '17205.1*A', '16650.*A', '16761.*A', '17220.*A', '13890.*A', '14052.*A', '15100.01*A', '15783.*A', '16269.*A', '17757.*A', '17668.2*A', '17695.*A', '17746.*A', '18603.*A', '18157.*A', '18609.*A', '18753.*A', '20069.11*A', '20480.2*A', '20503.*A', '20126.*A', '19673.*A', '21252.*A', '22209.*A', '22309.*A', '22210.*A', '23055.*A', '22899.*A', '23121.*A', '22905.*A', '25863.*A', '25977.*A', '26627.*A', '26768.*A']"
260,25348.*A,"['02802.*A', '02827.*A', '08995.*A', '08750.*A', '09011.*A', '09112.*A', '09180.*A', '08525.*A', '08559.*A', '08551.*A', '07819.*A', '07840.*A', '07849.*A', '08050.*A', '13218.*A', '13890.*A', '14052.*A', '15100.01*A', '15783.*A', '16269.*A', '17757.*A', '18753.*A', '20069.11*A', '20480.2*A', '20503.*A', '20126.*A', '19673.*A', '21252.*A', '21979.1*A', '22024.*A', '25496.1*A', '26768.*A']"
261,25496.1*A,"['02802.*A', '02827.*A', '08995.*A', '08750.*A', '09011.*A', '09112.*A', '09180.*A', '08525.*A', '08559.*A', '08551.*A', '07819.*A', '07840.*A', '07849.*A', '08050.*A', '13218.*A', '13890.*A', '14052.*A', '15100.01*A', '15783.*A', '16269.*A', '18753.*A', '20069.11*A', '20480.2*A', '20503.*A', '20126.*A', '19673.*A', '21252.*A', '21979.1*A', '22024.*A', '25348.*A']"
262,26144.*A,"['01560.*A', '02461.*A', '04206.*A', '04224.1*A', '12417.*A', '19345.*A', '19352.1*A', '19403.*A', '19411.1*A', '19595.*A', '19571.5*A', '19572.*A', '19514.*A', '19589.*A', '26159.*A', '26417.*A', '26444.*A', '26369.*A', '26372.*A', '26381.*A', '26386.1*A', '26395.*A', '26125.1*A']"
263,26159.*A,"['01560.*A', '04206.*A', '04224.1*A', '12417.*A', '13079.25*A', '19345.*A', '19352.1*A', '19403.*A', '19411.1*A', '19595.*A', '19571.5*A', '19572.*A', '19514.*A', '19589.*A', '26144.*A', '26417.*A', '26444.*A', '26369.*A', '26372.*A', '26381.*A', '26386.1*A', '26395.*A', '26125.1*A']"
264,26417.*A,"['04206.*A', '04224.1*A', '12417.*A', '13048.*A', '13079.25*A', '19345.*A', '19352.1*A', '19403.*A', '19411.1*A', '19595.*A', '19571.5*A', '19572.*A', '19514.*A', '19589.*A', '26144.*A', '26159.*A', '26444.*A', '26369.*A', '26372.*A', '26381.*A', '26386.1*A', '26395.*A', '26125.1*A']"
265,26444.*A,"['01560.*A', '02383.*A', '02461.*A', '04206.*A', '04224.1*A', '12417.*A', '13048.*A', '13079.25*A', '19345.*A', '19352.1*A', '19403.*A', '19411.1*A', '19595.*A', '19571.5*A', '19572.*A', '19514.*A', '19589.*A', '26144.*A', '26159.*A', '26417.*A', '26369.*A', '26372.*A', '26381.*A', '26386.1*A', '26395.*A', '26125.1*A']"
266,26369.*A,"['01560.*A', '02461.*A', '04206.*A', '04224.1*A', '12417.*A', '13048.*A', '13079.25*A', '19345.*A', '19352.1*A', '19403.*A', '19411.1*A', '19595.*A', '19571.5*A', '19572.*A', '19514.*A', '19589.*A', '26144.*A', '26159.*A', '26417.*A', '26444.*A', '26372.*A', '26381.*A', '26386.1*A', '26395.*A', '26125.1*A']"
267,26372.*A,"['04206.*A', '04224.1*A', '12417.*A', '13048.*A', '13079.25*A', '19345.*A', '19352.1*A', '19403.*A', '19411.1*A', '19595.*A', '19571.5*A', '19572.*A', '19514.*A', '19589.*A', '25289.*A', '25287.*A', '26144.*A', '26159.*A', '26417.*A', '26444.*A', '26369.*A', '26381.*A', '26386.1*A', '26395.*A', '26125.1*A']"
268,26381.*A,"['01560.*A', '04206.*A', '04224.1*A', '12417.*A', '19345.*A', '19352.1*A', '19403.*A', '19411.1*A', '19595.*A', '19571.5*A', '19572.*A', '19514.*A', '19589.*A', '26144.*A', '26159.*A', '26417.*A', '26444.*A', '26369.*A', '26372.*A', '26386.1*A', '26395.*A', '26125.1*A']"
269,26386.1*A,"['01560.*A', '02461.*A', '04206.*A', '04224.1*A', '12417.*A', '13048.*A', '13079.25*A', '19345.*A', '19352.1*A', '19403.*A', '19411.1*A', '19595.*A', '19571.5*A', '19572.*A', '19514.*A', '19589.*A', '26144.*A', '26159.*A', '26417.*A', '26444.*A', '26369.*A', '26372.*A', '26381.*A', '26395.*A', '26125.1*A']"
270,26395.*A,"['01560.*A', '04206.*A', '04224.1*A', '12417.*A', '19345.*A', '19352.1*A', '19403.*A', '19411.1*A', '19595.*A', '19571.5*A', '19572.*A', '19514.*A', '19589.*A', '26144.*A', '26159.*A', '26417.*A', '26444.*A', '26369.*A', '26372.*A', '26381.*A', '26386.1*A', '26125.1*A']"
271,26125.1*A,"['04224.1*A', '12417.*A', '19345.*A', '19352.1*A', '19403.*A', '19411.1*A', '19595.*A', '19571.5*A', '19572.*A', '19514.*A', '19589.*A', '26144.*A', '26159.*A', '26417.*A', '26444.*A', '26369.*A', '26372.*A', '26381.*A', '26386.1*A', '26395.*A']"
272,27346.*A,"['01132.*A', '05829.*A', '05839.5*A', '06022.11*A', '06039.1*A', '06057.1*A', '06070.*A', '06147.1*A', '06089.*A', '05903.*A', '04427.*A', '04444.*A', '04508.1*A', '04507.*A', '04567.*A', '04650.1*A', '04938.*A', '04767.*A', '04824.*A', '04870.*A', '04503.*A', '05388.11*A', '05375.*A', '05281.*A', '05738.*A', '06811.*A', '06721.*A', '07055.*A', '09524.*A', '10228.*A', '09725.*A', '09657.*A', '09834.*A', '09847.*A', '10092.*A', '09977.*A', '10034.*A', '10382.2*A', '09614.*A', '10509.*A', '10605.*A', '10512.*A', '10653.*A', '10665.*A', '10736.*A', '10746.2*A', '10824.*A', '10615.2*A', '10885.*A', '10899.*A', '10938.*A', '11098.*A', '11098.2*A', '11816.6*A', '11884.*A', '12077.*A', '12151.01*A', '12160.1*A', '12693.*A', '12794.*A', '17757.*A', '17668.2*A', '17695.*A', '17746.*A', '18603.*A', '18157.*A', '18609.*A', '18753.*A', '20480.2*A', '22603.*A', '22905.*A', '27166.*A', '27168.1*A', '27465.*A', '27356.*A', '27373.*A', '27505.*A', '27518.*A', '27667.*A', '27682.*A']"
273,27166.*A,"['05829.*A', '05839.5*A', '06022.11*A', '06039.1*A', '06057.1*A', '06070.*A', '06147.1*A', '06089.*A', '05903.*A', '04444.*A', '04508.1*A', '04507.*A', '04567.*A', '04938.*A', '04767.*A', '04824.*A', '04870.*A', '04503.*A', '05375.*A', '05281.*A', '05738.*A', '09524.*A', '10228.*A', '09725.*A', '09657.*A', '09834.*A', '09847.*A', '10092.*A', '09977.*A', '10034.*A', '10382.2*A', '09614.*A', '10509.*A', '10605.*A', '10512.*A', '10653.*A', '10665.*A', '10736.*A', '10746.2*A', '10824.*A', '10615.2*A', '10885.*A', '10899.*A', '10938.*A', '11098.*A', '11098.2*A', '11884.*A', '12077.*A', '12160.1*A', '17285.*A', '12693.*A', '17757.*A', '17746.*A', '18603.*A', '18157.*A', '18609.*A', '22603.*A', '22675.1*A', '27346.*A', '27168.1*A', '27465.*A', '27356.*A', '27373.*A', '27505.*A', '27518.*A', '27667.*A', '27682.*A']"
274,27168.1*A,"['01132.*A', '05829.*A', '05839.5*A', '06022.11*A', '06039.1*A', '06057.1*A', '06070.*A', '06147.1*A', '06089.*A', '05903.*A', '04427.*A', '04444.*A', '04508.1*A', '04507.*A', '04567.*A', '04650.1*A', '04938.*A', '04767.*A', '04824.*A', '04870.*A', '04503.*A', '05388.11*A', '05375.*A', '05281.*A', '05738.*A', '06811.*A', '06721.*A', '07055.*A', '09524.*A', '10228.*A', '09725.*A', '09657.*A', '09834.*A', '09847.*A', '10092.*A', '09977.*A', '10034.*A', '10382.2*A', '09614.*A', '10509.*A', '10605.*A', '10512.*A', '10653.*A', '10665.*A', '10736.*A', '10746.2*A', '10824.*A', '10615.2*A', '10885.*A', '10899.*A', '10938.*A', '11098.*A', '11098.2*A', '11816.6*A', '11884.*A', '12077.*A', '12151.01*A', '12160.1*A', '12693.*A', '12794.*A', '17757.*A', '17668.2*A', '17695.*A', '17746.*A', '18603.*A', '18157.*A', '18609.*A', '18753.*A', '20069.11*A', '20480.2*A', '20126.*A', '21252.*A', '23055.*A', '23121.*A', '22905.*A', '27346.*A', '27166.*A', '27465.*A', '27356.*A', '27373.*A', '27505.*A', '27518.*A', '27667.*A', '27682.*A', '26768.*A']"
275,27465.*A,"['05829.*A', '05839.5*A', '06022.11*A', '06039.1*A', '06057.1*A', '06070.*A', '06147.1*A', '06089.*A', '05903.*A', '04444.*A', '04508.1*A', '04507.*A', '04567.*A', '04938.*A', '04767.*A', '04824.*A', '04870.*A', '04503.*A', '05281.*A', '05738.*A', '06811.*A', '06721.*A', '09524.*A', '09657.*A', '09834.*A', '09847.*A', '10092.*A', '09977.*A', '10034.*A', '09614.*A', '10509.*A', '10605.*A', '10512.*A', '10653.*A', '10665.*A', '10736.*A', '10746.2*A', '10824.*A', '10615.2*A', '10885.*A', '10899.*A', '10938.*A', '11098.*A', '11098.2*A', '11816.6*A', '11884.*A', '12077.*A', '12151.01*A', '12160.1*A', '17285.*A', '17337.2*A', '12693.*A', '12794.*A', '12960.*A', '12817.*A', '22603.*A', '22675.1*A', '22817.*A', '27346.*A', '27166.*A', '27168.1*A', '27356.*A', '27373.*A', '27505.*A', '27518.*A', '27667.*A', '27682.*A']"
276,27356.*A,"['05829.*A', '05839.5*A', '06022.11*A', '06039.1*A', '06057.1*A', '06070.*A', '06147.1*A', '06089.*A', '05903.*A', '04427.*A', '04444.*A', '04508.1*A', '04507.*A', '04567.*A', '04650.1*A', '04938.*A', '04767.*A', '04824.*A', '04870.*A', '04503.*A', '05388.11*A', '05375.*A', '05281.*A', '05738.*A', '06811.*A', '06721.*A', '09524.*A', '10228.*A', '09725.*A', '09657.*A', '09834.*A', '09847.*A', '10092.*A', '09977.*A', '10034.*A', '10382.2*A', '09614.*A', '10509.*A', '10605.*A', '10512.*A', '10653.*A', '10665.*A', '10736.*A', '10746.2*A', '10824.*A', '10615.2*A', '10885.*A', '10899.*A', '10938.*A', '11098.*A', '11098.2*A', '11816.6*A', '11884.*A', '12077.*A', '12151.01*A', '12160.1*A', '17285.*A', '12693.*A', '12794.*A', '17757.*A', '17746.*A', '18603.*A', '18157.*A', '18609.*A', '22603.*A', '22675.1*A', '27346.*A', '27166.*A', '27168.1*A', '27465.*A', '27373.*A', '27505.*A', '27518.*A', '27667.*A', '27682.*A']"
277,27373.*A,"['05829.*A', '05839.5*A', '06022.11*A', '06039.1*A', '06057.1*A', '06070.*A', '06147.1*A', '06089.*A', '05903.*A', '04427.*A', '04444.*A', '04508.1*A', '04507.*A', '04567.*A', '04650.1*A', '04938.*A', '04767.*A', '04824.*A', '04870.*A', '04503.*A', '05375.*A', '05281.*A', '05738.*A', '06811.*A', '06721.*A', '09524.*A', '10228.*A', '09725.*A', '09657.*A', '09834.*A', '09847.*A', '10092.*A', '09977.*A', '10034.*A', '10382.2*A', '09614.*A', '10509.*A', '10605.*A', '10512.*A', '10653.*A', '10665.*A', '10736.*A', '10746.2*A', '10824.*A', '10615.2*A', '10885.*A', '10899.*A', '10938.*A', '11098.*A', '11098.2*A', '11816.6*A', '11884.*A', '12077.*A', '12151.01*A', '12160.1*A', '17285.*A', '17337.2*A', '12693.*A', '12794.*A', '12960.*A', '12817.*A', '18609.*A', '22603.*A', '22675.1*A', '27346.*A', '27166.*A', '27168.1*A', '27465.*A', '27356.*A', '27505.*A', '27518.*A', '27667.*A', '27682.*A']"
278,27505.*A,"['01132.*A', '01176.*A', '05829.*A', '05839.5*A', '06022.11*A', '06039.1*A', '06057.1*A', '06070.*A', '06147.1*A', '06089.*A', '05903.*A', '04427.*A', '04444.*A', '04508.1*A', '04507.*A', '04567.*A', '04650.1*A', '04938.*A', '04767.*A', '04824.*A', '04870.*A', '04503.*A', '05388.11*A', '05375.*A', '05281.*A', '05738.*A', '06811.*A', '06721.*A', '07055.*A', '09524.*A', '10228.*A', '09725.*A', '09657.*A', '09834.*A', '09847.*A', '10092.*A', '09977.*A', '10034.*A', '10382.2*A', '09614.*A', '10509.*A', '10605.*A', '10512.*A', '10653.*A', '10665.*A', '10736.*A', '10746.2*A', '10824.*A', '10615.2*A', '10885.*A', '10899.*A', '10938.*A', '11098.*A', '11098.2*A', '11816.6*A', '11884.*A', '12077.*A', '12151.01*A', '12160.1*A', '12693.*A', '12794.*A', '12960.*A', '12817.*A', '17757.*A', '17746.*A', '18603.*A', '18157.*A', '18609.*A', '19289.2*A', '22603.*A', '22675.1*A', '22905.*A', '27346.*A', '27166.*A', '27168.1*A', '27465.*A', '27356.*A', '27373.*A', '27518.*A', '27667.*A', '27682.*A']"
279,27518.*A,"['05829.*A', '05839.5*A', '06022.11*A', '06039.1*A', '06057.1*A', '06070.*A', '06147.1*A', '06089.*A', '05903.*A', '04427.*A', '04444.*A', '04508.1*A', '04507.*A', '04567.*A', '04650.1*A', '04938.*A', '04767.*A', '04824.*A', '04870.*A', '04503.*A', '05388.11*A', '05375.*A', '05281.*A', '05738.*A', '06811.*A', '06721.*A', '07055.*A', '09524.*A', '10228.*A', '09725.*A', '09657.*A', '09834.*A', '09847.*A', '10092.*A', '09977.*A', '10034.*A', '10382.2*A', '09614.*A', '10509.*A', '10605.*A', '10512.*A', '10653.*A', '10665.*A', '10736.*A', '10746.2*A', '10824.*A', '10615.2*A', '10885.*A', '10899.*A', '10938.*A', '11098.*A', '11098.2*A', '11816.6*A', '11884.*A', '12077.*A', '12151.01*A', '12160.1*A', '12693.*A', '12794.*A', '17757.*A', '17668.2*A', '17746.*A', '18603.*A', '18157.*A', '18609.*A', '18753.*A', '22603.*A', '22675.1*A', '22905.*A', '27346.*A', '27166.*A', '27168.1*A', '27465.*A', '27356.*A', '27373.*A', '27505.*A', '27667.*A', '27682.*A']"
280,27667.*A,"['05829.*A', '05839.5*A', '06022.11*A', '06039.1*A', '06057.1*A', '06070.*A', '06147.1*A', '06089.*A', '05903.*A', '04427.*A', '04444.*A', '04508.1*A', '04507.*A', '04567.*A', '04650.1*A', '04938.*A', '04767.*A', '04824.*A', '04870.*A', '04503.*A', '05388.11*A', '05375.*A', '05281.*A', '05738.*A', '06811.*A', '06721.*A', '09524.*A', '10228.*A', '09725.*A', '09657.*A', '09834.*A', '09847.*A', '10092.*A', '09977.*A', '10034.*A', '10382.2*A', '09614.*A', '10509.*A', '10605.*A', '10512.*A', '10653.*A', '10665.*A', '10736.*A', '10746.2*A', '10824.*A', '10615.2*A', '10885.*A', '10899.*A', '10938.*A', '11098.*A', '11098.2*A', '11816.6*A', '11884.*A', '12077.*A', '12151.01*A', '12160.1*A', '17285.*A', '12693.*A', '12794.*A', '17757.*A', '17746.*A', '18603.*A', '18157.*A', '18609.*A', '22603.*A', '22675.1*A', '27346.*A', '27166.*A', '27168.1*A', '27465.*A', '27356.*A', '27373.*A', '27505.*A', '27518.*A', '27682.*A']"
281,27682.*A,"['05829.*A', '05839.5*A', '06022.11*A', '06039.1*A', '06057.1*A', '06070.*A', '06147.1*A', '06089.*A', '05903.*A', '04427.*A', '04444.*A', '04508.1*A', '04507.*A', '04567.*A', '04650.1*A', '04938.*A', '04767.*A', '04824.*A', '04870.*A', '04503.*A', '05388.11*A', '05375.*A', '05281.*A', '05738.*A', '06811.*A', '06721.*A', '07055.*A', '09524.*A', '10228.*A', '09725.*A', '09657.*A', '09834.*A', '09847.*A', '10092.*A', '09977.*A', '10034.*A', '10382.2*A', '09614.*A', '10509.*A', '10605.*A', '10512.*A', '10653.*A', '10665.*A', '10736.*A', '10746.2*A', '10824.*A', '10615.2*A', '10885.*A', '10899.*A', '10938.*A', '11098.*A', '11098.2*A', '11816.6*A', '11884.*A', '12077.*A', '12151.01*A', '12160.1*A', '12693.*A', '12794.*A', '17757.*A', '17668.2*A', '17695.*A', '17746.*A', '18603.*A', '18157.*A', '18609.*A', '18753.*A', '20069.11*A', '20480.2*A', '20126.*A', '21252.*A', '22905.*A', '27346.*A', '27166.*A', '27168.1*A', '27465.*A', '27356.*A', '27373.*A', '27505.*A', '27518.*A', '27667.*A', '26768.*A']"
282,26627.*A,"['00128.*A', '02802.*A', '02827.*A', '03642.*A', '03641.*A', '03643.*A', '03639.*A', '03805.*A', '03992.*A', '04427.*A', '04444.*A', '04508.1*A', '04507.*A', '04650.1*A', '04767.*A', '04503.*A', '05388.11*A', '05375.*A', '05281.*A', '05738.*A', '07055.*A', '08525.*A', '08559.*A', '08551.*A', '09524.*A', '10228.*A', '09725.*A', '09657.*A', '09834.*A', '09847.*A', '10092.*A', '09977.*A', '10034.*A', '10382.2*A', '09614.*A', '17205.1*A', '16650.*A', '16761.*A', '17220.*A', '13218.*A', '13890.*A', '14052.*A', '15100.01*A', '15783.*A', '16269.*A', '17757.*A', '17668.2*A', '17695.*A', '17746.*A', '18603.*A', '18157.*A', '18609.*A', '18753.*A', '20069.11*A', '20480.2*A', '20503.*A', '20126.*A', '19673.*A', '21252.*A', '21979.1*A', '22024.*A', '22209.*A', '22309.*A', '22210.*A', '23055.*A', '22899.*A', '23121.*A', '22905.*A', '25863.*A', '25977.*A', '25986.*A', '26768.*A']"
