,Site_ID,Name,State,City,ARP_Latitude,ARP_Longitude,NPIAS_Category,CH_Latitude,CH_Longitude,Distance
514802,03250.1*A,Jacksonville Intl,Florida,Jacksonville,30.494044444444445,-81.68784722222223,Medium,30.489761,-81.67932,0.5879910424348561
516138,03263.*A,Key West Intl,Florida,Key West,24.556119444444445,-81.75995555555555,Non-Hub,24.561189,-81.763638,0.4200520937768173
525156,03379.*A,Naples Muni,Florida,Naples,26.152441666666665,-81.77563888888889,Reliever,26.1445,-81.7888,0.984122157723536
531321,03198.*A,Page Fld,Florida,Fort Myers,26.58661111111111,-81.86325,Reliever,26.574051,-81.869826,0.9587811374966233
536993,03451.*A,Pompano Beach Airpark,Florida,Pompano Beach,26.247400000000003,-80.11120833333332,Reliever,26.258829,-80.118759,0.9183943615039376
537252,03451.*A,Pompano Beach Airpark,Florida,Pompano Beach,26.247400000000003,-80.11120833333332,Reliever,26.236952,-80.103344,0.8714987109220862
538825,03484.*A,Sarasota/Bradenton Intl,Florida,Sarasota/Bradenton,27.395444444444443,-82.55438888888888,Small,27.401043,-82.566208,0.822224352695524
544670,03314.*A,The Florida Keys Marathon Intl,Florida,Marathon,24.72619444444444,-81.0513611111111,Reliever,24.7261,-81.0479,0.2174359077448511
559125,03642.*A,Cobb County Intl-Mccollum Fld,Georgia,Atlanta,34.01316666666666,-84.59702777777777,Reliever,34.002743,-84.601783,0.7704204802557616
559876,03728.*A,Columbus,Georgia,Columbus,32.516333333333336,-84.93886111111111,Non-Hub,32.508414,-84.952347,0.9580413057494375
560076,03728.*A,Columbus,Georgia,Columbus,32.516333333333336,-84.93886111111111,Non-Hub,32.506032,-84.94138,0.7271392841723873
560111,03728.*A,Columbus,Georgia,Columbus,32.516333333333336,-84.93886111111111,Non-Hub,32.506065,-84.941364,0.7247166786238507
560617,03641.*A,Covington Muni,Georgia,Atlanta,33.632247222222226,-83.84661944444444,Reliever,33.618609,-83.843952,0.9552661076081181
563281,03643.*A,Dekalb-Peachtree,Georgia,Atlanta,33.87600277777778,-84.30203055555555,Reliever,33.873935,-84.297481,0.2977007886799681
564107,03760.*A,Douglas Muni,Georgia,Douglas,31.47673888888889,-82.86056666666666,Reliever,31.490414,-82.865433,0.9879679639749475
566937,03639.*A,Fulton County Exec/Charlie Brown Fld,Georgia,Atlanta,33.779127777777774,-84.52136666666667,Reliever,33.783613,-84.508249,0.8150352044211372
567016,03639.*A,Fulton County Exec/Charlie Brown Fld,Georgia,Atlanta,33.779127777777774,-84.52136666666667,Reliever,33.781578,-84.53716,0.9231774359674381
573818,03805.*A,Lee Gilmer Meml,Georgia,Gainesville,34.27262777777778,-83.830225,Reliever,34.267825,-83.81522,0.9192973630874713
580832,03992.*A,Savannah/Hilton Head Intl,Georgia,Savannah,32.127583333333334,-81.2021388888889,Small,32.1359,-81.2129,0.8529115521992776
590080,05829.*A,Ames Muni,Iowa,Ames,41.992044444444446,-93.62181944444444,Reliever,42.000598,-93.610816,0.8180943807145016
591731,05839.5*A,Audubon County,Iowa,Audubon,41.701527777777784,-94.92044444444446,Reliever,41.705115,-94.925945,0.37696707323952205
601294,06022.11*A,Grinnell Rgnl,Iowa,Grinnell,41.70988888888889,-92.73597222222223,Reliever,41.700506,-92.72615,0.8232639963942298
601565,06022.11*A,Grinnell Rgnl,Iowa,Grinnell,41.70988888888889,-92.73597222222223,Reliever,41.699805,-92.725602,0.8788988222496775
601596,06022.11*A,Grinnell Rgnl,Iowa,Grinnell,41.70988888888889,-92.73597222222223,Reliever,41.717106,-92.719989,0.9639948314520383
602315,06039.1*A,Hampton Muni,Iowa,Hampton,42.72369444444445,-93.22633333333333,Reliever,42.736604,-93.221671,0.9233408538431057
602879,06057.1*A,Humboldt Muni,Iowa,Humboldt,42.734861111111115,-94.24547222222222,Reliever,42.732542,-94.227487,0.9272355990240214
603521,06070.*A,Iowa City Muni,Iowa,Iowa City,41.63977777777778,-91.54813888888889,Reliever,41.650681,-91.540627,0.8477992698259158
603674,06070.*A,Iowa City Muni,Iowa,Iowa City,41.63977777777778,-91.54813888888889,Reliever,41.650632,-91.540573,0.8460741164121368
604140,06147.1*A,James G Whiting Meml Fld,Iowa,Mapleton,42.17829444444444,-95.79364444444444,Reliever,42.168378,-95.793308,0.6857651975463432
606163,06089.*A,Lamoni Muni,Iowa,Lamoni,40.63333333333333,-93.90216944444445,Reliever,40.62304,-93.896681,0.7676626225128722
615168,05903.*A,Schenck Fld,Iowa,Clarinda,40.72219444444445,-95.02661111111111,Reliever,40.733443,-95.018681,0.8816629855908892
615436,05903.*A,Schenck Fld,Iowa,Clarinda,40.72219444444445,-95.02661111111111,Reliever,40.72741,-95.038168,0.7047167829176341
622103,04206.*A,Friedman Meml,Idaho,Hailey,43.50378055555556,-114.29555833333333,Non-Hub,43.513846,-114.307121,0.9057116276991001
623413,04224.1*A,Shoshone County,Idaho,Kellogg,47.54726111111111,-116.1890638888889,Reliever,47.544139,-116.1854,0.275351859039143
625456,04427.*A,Benton Muni,Illinois,Benton,38.0085,-88.93444444444445,Reliever,38.013344,-88.928237,0.4758821995594463
626200,04444.*A,Bolingbrook'S Clow Intl,Illinois,Bolingbrook,41.69591666666666,-88.1295,Reliever,41.683823,-88.126036,0.854976679722492
629699,04508.1*A,Chicago Exec,Illinois,Chicago/Prospect Heights/Wheeling,42.11427777777778,-87.90152777777779,Reliever,42.119053,-87.89901,0.35447393404786937
629825,04508.1*A,Chicago Exec,Illinois,Chicago/Prospect Heights/Wheeling,42.11427777777778,-87.90152777777779,Reliever,42.119053,-87.89901,0.35447393404786937
630216,04507.*A,Chicago Midway Intl,Illinois,Chicago,41.78597222222222,-87.75241666666666,Large,41.778249,-87.750999,0.5389040173713316
633448,04567.*A,De Kalb Taylor Muni,Illinois,De Kalb,41.93383333333333,-88.70568611111112,Reliever,41.935712,-88.723735,0.9372619194585983
636716,04650.1*A,Flora Muni,Illinois,Flora,38.664988888888885,-88.45311111111111,Reliever,38.672436,-88.4433,0.7385819532681787
637725,04938.*A,General Downing - Peoria Intl,Illinois,Peoria,40.66419444444444,-89.69325,Non-Hub,40.66394,-89.679796,0.7057467106923673
643063,04767.*A,Joliet Rgnl,Illinois,Joliet,41.51765833333333,-88.17552500000001,Reliever,41.521922,-88.186571,0.6432627698173962
645905,04824.*A,Litchfield Muni,Illinois,Litchfield,39.1625,-89.6746388888889,Reliever,39.176047,-89.675175,0.9369785589476207
649032,04870.*A,Monmouth Muni,Illinois,Monmouth,40.92970555555555,-90.63110833333333,Reliever,40.924704,-90.64776,0.935968598696139
664136,04503.*A,Waukegan Ntl,Illinois,Chicago/Waukegan,42.42214722222222,-87.86791666666666,Reliever,42.426927,-87.877284,0.5811188721464358
665731,05388.11*A,Clark Rgnl,Indiana,Jeffersonville,38.366619444444446,-85.73814444444444,Reliever,38.37313215487006,-85.74705270367431,0.660188812749904
674073,05375.*A,Indianapolis Intl,Indiana,Indianapolis,39.717305555555555,-86.29463888888888,Medium,39.71328,-86.300601,0.421870197062085
684471,05281.*A,Smith Fld,Indiana,Fort Wayne,41.14336111111111,-85.15277777777779,Reliever,41.13744,-85.162617,0.6557259571823314
684735,05281.*A,Smith Fld,Indiana,Fort Wayne,41.14336111111111,-85.15277777777779,Reliever,41.1385,-85.1634,0.6471290172139299
687567,05738.*A,Warsaw Muni,Indiana,Warsaw,41.27469444444444,-85.84008333333333,Reliever,41.26194,-85.838753,0.8844520574841379
693297,06811.*A,Johnson County Exec,Kansas,Olathe,38.84760277777778,-94.73758611111111,Reliever,38.855041,-94.740555,0.5384926711520752
693812,06721.*A,Lawrence Muni,Kansas,Lawrence,39.01111111111111,-95.21647222222222,Reliever,39.008232,-95.234062,0.9656359067744884
699541,06948.51*A,Trego Wakeeney,Kansas,Wakeeney,39.00652777777778,-99.89294444444445,Reliever,39.016853,-99.889806,0.73344690746906
701091,07055.*A,Bowling Green-Warren County Rgnl,Kentucky,Bowling Green,36.96452777777778,-86.41966666666667,Reliever,36.95306,-86.429506,0.9612291864609797
707782,07425.*A,"Baton Rouge Metro, Ryan Fld",Louisiana,Baton Rouge,30.532916666666665,-91.1498888888889,Non-Hub,30.52562,-91.160978,0.8309676879841444
710227,07589.*A,Lafayette Rgnl/Paul Fournet Fld,Louisiana,Lafayette,30.205027777777776,-91.98775,Non-Hub,30.209862,-92.002378,0.9356698007718296
710751,07675.*A,Louis Armstrong New Orleans Intl,Louisiana,New Orleans,29.993277777777777,-90.25902777777777,Medium,29.983445,-90.262962,0.719425871002452
713083,07796.*A,Winnsboro Muni,Louisiana,Winnsboro,32.15300555555555,-91.69855555555556,Reliever,32.155722,-91.713832,0.9136203078770105
713491,08995.*A,Cape Cod Gateway,Massachusetts,Hyannis,41.669333333333334,-70.2803611111111,Non-Hub,41.667911,-70.295541,0.790064681173399
714532,08750.*A,Laurence G Hanscom Fld,Massachusetts,Bedford,42.469944444444444,-71.289,Non-Hub,42.463281,-71.279117,0.6828087247843021
714569,09011.*A,Lawrence Muni,Massachusetts,Lawrence,42.71704166666667,-71.12353333333333,Reliever,42.715137,-71.139068,0.799968311571144
715444,09112.*A,New Bedford Rgnl,Massachusetts,New Bedford,41.676566666666666,-70.95783611111112,Reliever,41.663264,-70.951362,0.9785327581669037
715550,09180.*A,Norwood Meml,Massachusetts,Norwood,42.190527777777774,-71.17294444444445,Reliever,42.198516,-71.186058,0.8695349609160101
715571,09180.*A,Norwood Meml,Massachusetts,Norwood,42.190527777777774,-71.17294444444445,Reliever,42.192051,-71.18462,0.6072309054539886
715611,09180.*A,Norwood Meml,Massachusetts,Norwood,42.190527777777774,-71.17294444444445,Reliever,42.19704,-71.185259,0.774927714181726
718818,08525.*A,Easton/Newnam Fld,Maryland,Easton,38.80416666666667,-76.069,Reliever,38.792058,-76.066174,0.8508372297076116
718907,08525.*A,Easton/Newnam Fld,Maryland,Easton,38.80416666666667,-76.069,Reliever,38.807372,-76.056406,0.7137488374144739
720460,08559.*A,Montgomery County Airpark,Maryland,Gaithersburg,39.16833333333333,-77.16600000000001,Reliever,39.166111,-77.16637,0.15491010197682978
720576,08559.*A,Montgomery County Airpark,Maryland,Gaithersburg,39.16833333333333,-77.16600000000001,Reliever,39.176747,-77.178846,0.9012926252229086
721470,08551.*A,Tipton,Maryland,Fort Meade(Odenton),39.08538611111111,-76.75941388888889,Reliever,39.091377,-76.774898,0.9283645194533604
721798,07819.*A,Augusta State,Maine,Augusta,44.32065,-69.79731944444444,Reliever,44.313406,-69.811525,0.8628545450478393
721967,07840.*A,Bethel Rgnl,Maine,Bethel,44.42516666666666,-70.80991666666667,Reliever,44.42,-70.8,0.6060659555806172
721994,07849.*A,Biddeford Muni,Maine,Biddeford,43.464111111111116,-70.47238888888889,Reliever,43.460517,-70.491268,0.9793636044724303
722866,08050.*A,Newton Fld,Maine,Jackman,45.63275277777778,-70.24879166666666,Reliever,45.6243,-70.2515,0.5988507216692546
722871,08050.*A,Newton Fld,Maine,Jackman,45.63275277777778,-70.24879166666666,Reliever,45.624337,-70.251525,0.5966214870505603
722872,08050.*A,Newton Fld,Maine,Jackman,45.63275277777778,-70.24879166666666,Reliever,45.624361,-70.25156,0.5953816946624603
724468,09524.*A,Ann Arbor Muni,Michigan,Ann Arbor,42.22292777777778,-83.74570833333334,Reliever,42.234259,-83.737314,0.8934745238746028
724574,09524.*A,Ann Arbor Muni,Michigan,Ann Arbor,42.22292777777778,-83.74570833333334,Reliever,42.229197,-83.7385,0.5692206036916219
724596,09524.*A,Ann Arbor Muni,Michigan,Ann Arbor,42.22292777777778,-83.74570833333334,Reliever,42.232979,-83.747924,0.7040620747805233
728887,10228.*A,Canton-Plymouth-Mettetal,Michigan,Plymouth,42.34780555555556,-83.45633333333333,Reliever,42.351179,-83.445116,0.618752988294494
732255,09725.*A,Coleman A Young Muni,Michigan,Detroit,42.409327777777776,-83.010175,Reliever,42.408541,-83.010061,0.05470229067953637
736492,09657.*A,Fitch H Beach,Michigan,Charlotte,42.574088888888895,-84.81209722222222,Reliever,42.582201,-84.805532,0.6528433720034633
738163,09834.*A,Gaylord Rgnl,Michigan,Gaylord,45.01302777777778,-84.70344444444444,Reliever,45.004066,-84.697043,0.6940729792870584
740339,09847.*A,Grand Haven Meml Airpark,Michigan,Grand Haven,43.034055555555554,-86.19816666666667,Reliever,43.030868,-86.217022,0.9779777512910822
744998,10092.*A,Jack Barstow,Michigan,Midland,43.66291666666667,-84.26130555555555,Reliever,43.663294,-84.244229,0.854418459397118
745397,09977.*A,Jackson County-Reynolds Fld,Michigan,Jackson,42.260444444444445,-84.46213888888889,Reliever,42.271779,-84.450331,0.9894111872048991
751681,10034.*A,Mason County,Michigan,Ludington,43.96252777777778,-86.40791666666668,Reliever,43.953371,-86.412936,0.6805304126074869
755849,10382.2*A,Oakland/Troy,Michigan,Troy,42.542944444444444,-83.17788888888889,Reliever,42.548678,-83.164011,0.8103880932854007
767575,09614.*A,Wexford County,Michigan,Cadillac,44.275333333333336,-85.41891666666668,Reliever,44.2825,-85.4031,0.9264596603779958
767663,09614.*A,Wexford County,Michigan,Cadillac,44.275333333333336,-85.41891666666668,Reliever,44.282572,-85.403094,0.9293808823966759
770332,10509.*A,Albert Lea Muni,Minnesota,Albert Lea,43.68131388888889,-93.36814722222222,Reliever,43.683414,-93.359749,0.444264082382262
770545,10509.*A,Albert Lea Muni,Minnesota,Albert Lea,43.68131388888889,-93.36814722222222,Reliever,43.6861,-93.3577,0.6182843414432998
775946,10605.*A,Buffalo Muni,Minnesota,Buffalo,45.158833333333334,-93.84330555555555,Reliever,45.1555771,-93.8460553,0.2620008077681796
777505,10512.*A,Chandler Fld,Minnesota,Alexandria,45.866305555555556,-95.39466666666668,Reliever,45.871952,-95.377441,0.9164782928644944
777913,10512.*A,Chandler Fld,Minnesota,Alexandria,45.866305555555556,-95.39466666666668,Reliever,45.860211,-95.377827,0.9136452118913723
782528,10653.*A,Duluth Intl,Minnesota,Duluth,46.84206944444445,-92.19323611111112,Non-Hub,46.834163,-92.205799,0.8072981311729648
782558,10653.*A,Duluth Intl,Minnesota,Duluth,46.84206944444445,-92.19323611111112,Non-Hub,46.836439,-92.195922,0.4094458203879299
783081,10665.*A,Elbow Lake Muni - Pride Of The Prairie,Minnesota,Elbow Lake,45.98616666666667,-95.98575,Reliever,45.989979,-95.975744,0.5481455197226219
783085,10665.*A,Elbow Lake Muni - Pride Of The Prairie,Minnesota,Elbow Lake,45.98616666666667,-95.98575,Reliever,45.992395,-95.979892,0.5143653705942519
783551,10665.*A,Elbow Lake Muni - Pride Of The Prairie,Minnesota,Elbow Lake,45.98616666666667,-95.98575,Reliever,45.989979,-95.975744,0.5481455197226219
794548,10736.*A,Hector Muni,Minnesota,Hector,44.73116666666667,-94.71373611111112,Reliever,44.738653,-94.714522,0.5189859304921259
794906,10736.*A,Hector Muni,Minnesota,Hector,44.73116666666667,-94.71373611111112,Reliever,44.738653,-94.714522,0.5189859304921259
796062,10746.2*A,Hutchinson Muni-Butler Fld,Minnesota,Hutchinson,44.85988888888889,-94.3825,Reliever,44.871014,-94.37622,0.8283789396345612
803186,10824.*A,Minneapolis-St Paul Intl/Wold-Chamberlain,Minnesota,Minneapolis,44.881972222222224,-93.22177777777777,Large,44.89209,-93.232426,0.8725092944486408
807405,10615.2*A,Myers Fld,Minnesota,Canby,44.7295,-96.26602777777778,Reliever,44.719282,-96.262962,0.7222682428671108
809594,10885.*A,Ortonville Muni-Martinson Fld,Minnesota,Ortonville,45.30413055555555,-96.42460833333334,Reliever,45.303788,-96.430546,0.2896829166735307
809918,10885.*A,Ortonville Muni-Martinson Fld,Minnesota,Ortonville,45.30413055555555,-96.42460833333334,Reliever,45.298507,-96.431024,0.4984654273431624
810041,10885.*A,Ortonville Muni-Martinson Fld,Minnesota,Ortonville,45.30413055555555,-96.42460833333334,Reliever,45.298507,-96.431024,0.4984654273431624
812040,10899.*A,Paynesville Muni,Minnesota,Paynesville,45.37206388888889,-94.744725,Reliever,45.375235,-94.733177,0.6021453938900033
812267,10899.*A,Paynesville Muni,Minnesota,Paynesville,45.37206388888889,-94.744725,Reliever,45.377263,-94.728755,0.8547961077288031
816705,10938.*A,Redwood Falls Muni,Minnesota,Redwood Falls,44.54688888888889,-95.082,Reliever,44.541392,-95.090323,0.5590894522234279
835460,11098.*A,Winona Muni-Max Conrad Fld,Minnesota,Winona,44.07961111111111,-91.71163055555556,Reliever,44.075729,-91.730504,0.9750067759841814
836472,11098.2*A,Winsted Muni,Minnesota,Winsted,44.94996388888889,-94.06691666666666,Reliever,44.952756,-94.049942,0.8526313640167719
846334,11816.6*A,Kansas City Intl,Missouri,Kansas City,39.29761111111111,-94.71388888888889,Medium,39.302661,-94.721549,0.5383414730669017
848782,11884.*A,Macon-Fower Meml,Missouri,Macon,39.72980555555556,-92.45672222222223,Reliever,39.728837,-92.465468,0.46979090700021053
856362,12077.*A,St Louis Lambert Intl,Missouri,St Louis,38.748697222222226,-90.37002777777776,Medium,38.7503679,-90.3792073,0.5082185354450378
856708,12151.01*A,Sullivan Rgnl,Missouri,Sullivan,38.233472222222225,-91.16427777777778,Reliever,38.22537,-91.158389,0.6449903690901239
856835,12151.01*A,Sullivan Rgnl,Missouri,Sullivan,38.233472222222225,-91.16427777777778,Reliever,38.222201,-91.155197,0.922152653407815
856901,12160.1*A,Trenton Muni,Missouri,Trenton,40.08352777777778,-93.59063888888889,Reliever,40.074611,-93.597427,0.7133931625555759
860110,11444.*A,George M Bryan,Mississippi,Starkville,33.43311111111111,-88.84861111111111,Reliever,33.44524,-88.84445,0.8721852396893351
861582,11270.*A,Houston Muni,Mississippi,Houston,33.886494444444445,-89.022975,Reliever,33.894712,-89.024906,0.5788070333344686
867534,12417.*A,Kalispell City,Montana,Kalispell,48.17856944444444,-114.30374166666667,Reliever,48.1836,-114.305523,0.357337087442801
875394,17205.1*A,Columbus County Muni,North Carolina,Whiteville,34.27286111111111,-78.715,Reliever,34.280347,-78.717108,0.5313440221631766
876137,16650.*A,Currituck County Rgnl,North Carolina,Currituck,36.39994444444444,-76.01544444444444,Reliever,36.400683,-76.019153,0.21258188075502832
890975,16761.*A,Pitt-Greenville,North Carolina,Greenville,35.63569444444445,-77.38408333333334,Non-Hub,35.641168,-77.367914,0.9841252072073156
895941,17220.*A,Smith Reynolds,North Carolina,Winston Salem,36.13371388888889,-80.22198888888889,Reliever,36.130797,-80.236748,0.8483944086387578
900934,17285.*A,Cavalier Muni,North Dakota,Cavalier,48.783722222222224,-97.63197222222222,Reliever,48.7928412,-97.6370211,0.6710511955126746
901490,17337.2*A,Garrison Muni,North Dakota,Garrison,47.65604444444444,-101.43680277777779,Reliever,47.647327,-101.419709,0.9984528886809302
907303,12693.*A,Creighton Muni,Nebraska,Creighton,42.47127777777778,-97.88475000000001,Reliever,42.466186,-97.901628,0.9298985636710494
909324,12748.*A,Grant Muni,Nebraska,Grant,40.87066388888889,-101.73388055555556,Reliever,40.870922,-101.726304,0.39648209575899285
910605,12794.*A,Lincoln,Nebraska,Lincoln,40.85088888888889,-96.75911111111111,Non-Hub,40.849302,-96.771971,0.6813774055245767
911252,12960.*A,Miller Fld,Nebraska,Valentine,42.85669444444444,-100.54897222222222,Reliever,42.867376,-100.548579,0.7387113418833152
912260,12817.*A,Pioneer Village Fld,Nebraska,Minden,40.514916666666664,-98.9456388888889,Reliever,40.506707,-98.932708,0.885462660630032
915363,13218.*A,Claremont Muni,New Hampshire,Claremont,43.37050555555555,-72.36820833333333,Reliever,43.378337,-72.352052,0.975838568185888
916636,13890.*A,Lakewood,New Jersey,Lakewood,40.06688888888889,-74.17755555555556,Reliever,40.067935,-74.182404,0.2665128985107685
917272,14052.*A,Newark Liberty Intl,New Jersey,Newark,40.692480555555555,-74.16868611111111,Large,40.691831,-74.184861,0.8490418425649147
917273,14052.*A,Newark Liberty Intl,New Jersey,Newark,40.692480555555555,-74.16868611111111,Large,40.691831,-74.184861,0.8490418425649147
918504,14532.*A,Albuquerque Intl Sunport,New Mexico,Albuquerque,35.03893055555555,-106.6082611111111,Medium,35.051748,-106.604312,0.913857292869019
923264,14733.4*A,Santa Rosa Route 66,New Mexico,Santa Rosa,34.935672222222216,-104.6425638888889,Reliever,34.947,-104.648,0.8415335343610932
923291,14733.4*A,Santa Rosa Route 66,New Mexico,Santa Rosa,34.935672222222216,-104.6425638888889,Reliever,34.947211,-104.638229,0.8346744492371388
925125,13048.*A,Elko Rgnl,Nevada,Elko,40.825,-115.79133333333333,Non-Hub,40.8363,-115.7909,0.7815259404194549
925707,13072.*A,Hawthorne Industrial,Nevada,Hawthorne,38.54507777777778,-118.63240277777777,Reliever,38.53246,-118.625076,0.9580566879857708
925711,13072.*A,Hawthorne Industrial,Nevada,Hawthorne,38.54507777777778,-118.63240277777777,Reliever,38.5339,-118.6231,0.9220554911709674
925996,13079.25*A,Jackpot/Hayden Fld,Nevada,Jackpot,41.97583055555556,-114.65801666666667,Reliever,41.98383,-114.670555,0.8491414774848252
926233,13108.*A,Lincoln County,Nevada,Panaca,37.787416666666665,-114.41988888888889,Reliever,37.789586,-114.408834,0.6223126733042149
932083,15100.01*A,Corning-Painted Post,New York,Corning,42.180099999999996,-77.12170277777777,Reliever,42.1708,-77.1081,0.9481864269743142
940191,15783.*A,Long Island Mac Arthur,New York,New York,40.79613611111111,-73.10066388888889,Small,40.78642,-73.105125,0.7111250665828932
947590,16269.*A,Syracuse Hancock Intl,New York,Syracuse,43.11119444444444,-76.10630555555555,Small,43.125565,-76.107338,0.9948374978644414
954721,17757.*A,Burke Lakefront,Ohio,Cleveland,41.51786111111111,-81.68263888888889,Reliever,41.514906,-81.666397,0.8652112607997329
955640,17668.2*A,Cambridge Muni,Ohio,Cambridge,39.97502777777778,-81.57758333333332,Reliever,39.988723,-81.575022,0.9564573858416539
956004,17695.*A,Carroll County-Tolson,Ohio,Carrollton,40.56166666666666,-81.07808333333332,Reliever,40.5688303,-81.0930949,0.9310166010542708
957692,17746.*A,Cleveland-Hopkins Intl,Ohio,Cleveland,41.40940555555555,-81.85469166666667,Medium,41.412789,-81.864656,0.567116652959399
957693,17746.*A,Cleveland-Hopkins Intl,Ohio,Cleveland,41.40940555555555,-81.85469166666667,Medium,41.412789,-81.864656,0.567116652959399
967261,18603.*A,Grimes Fld,Ohio,Urbana,40.13237222222222,-83.7540638888889,Reliever,40.119762,-83.746956,0.9492970175049871
967313,18603.*A,Grimes Fld,Ohio,Urbana,40.13237222222222,-83.7540638888889,Reliever,40.119762,-83.746956,0.9492970175049871
976915,18157.*A,Mansfield Lahm Rgnl,Ohio,Mansfield,40.82141666666667,-82.51663888888889,Reliever,40.814356,-82.513115,0.5217790070059415
991882,18609.*A,Van Wert County,Ohio,Van Wert,40.86383055555556,-84.60635833333333,Reliever,40.875584,-84.602468,0.8376109493037529
995539,18753.*A,Youngstown-Warren Rgnl,Ohio,Youngstown/Warren,41.261583333333334,-80.68036111111111,Reliever,41.271561,-80.676365,0.7203588537124719
995556,18753.*A,Youngstown-Warren Rgnl,Ohio,Youngstown/Warren,41.261583333333334,-80.68036111111111,Reliever,41.271561,-80.676365,0.7203588537124719
996801,18771.*A,Ada Rgnl,Oklahoma,Ada,34.80426111111111,-96.6712,Reliever,34.790858,-96.666173,0.9695424559277253
1003457,18855.*A,Chandler Rgnl,Oklahoma,Chandler,35.72408333333333,-96.82027777777778,Reliever,35.7271147072858,-96.8351900979309,0.862767811571411
1006028,18876.11*A,Cleveland Muni,Oklahoma,Cleveland,36.284166666666664,-96.46333333333334,Reliever,36.28649758126537,-96.44745769549256,0.8992465010155466
1006238,18876.11*A,Cleveland Muni,Oklahoma,Cleveland,36.284166666666664,-96.46333333333334,Reliever,36.284118,-96.446065,0.9623209774476953
1008447,18978.32*A,David Jay Perry,Oklahoma,Goldsby,35.15506666666666,-97.47039444444445,Reliever,35.1505377,-97.479381,0.5966999553846493
1008564,18978.32*A,David Jay Perry,Oklahoma,Goldsby,35.15506666666666,-97.47039444444445,Reliever,35.152317,-97.477505,0.44459969073058964
1008565,18978.32*A,David Jay Perry,Oklahoma,Goldsby,35.15506666666666,-97.47039444444445,Reliever,35.146105,-97.476339,0.7047991985275048
1013962,18989.*A,Guthrie-Edmond Rgnl,Oklahoma,Guthrie,35.85152222222222,-97.41617777777779,Reliever,35.858586,-97.425416,0.7116315724341036
1022224,19080.*A,Mc Alester Rgnl,Oklahoma,Mc Alester,34.88238888888889,-95.78347222222222,Reliever,34.8856495,-95.7747077,0.5457635876668184
1026388,19143.*A,Okmulgee Rgnl,Oklahoma,Okmulgee,35.66811111111111,-95.94852777777778,Reliever,35.66135801854352,-95.960961167984,0.8400176570009438
1028154,19166.*A,Ponca City Rgnl,Oklahoma,Ponca City,36.73191666666667,-97.09977777777777,Reliever,36.730008,-97.093765,0.35832609897128087
1028388,19166.*A,Ponca City Rgnl,Oklahoma,Ponca City,36.73191666666667,-97.09977777777777,Reliever,36.720911,-97.096261,0.7854064296318553
1030759,19199.2*A,Sallisaw Muni,Oklahoma,Sallisaw,35.43825,-94.80291666666666,Reliever,35.4455061595669,-94.79780178465576,0.5784729354972846
1030910,19199.2*A,Sallisaw Muni,Oklahoma,Sallisaw,35.43825,-94.80291666666666,Reliever,35.439276,-94.807791,0.28355993429630044
1036293,19253.1*A,Tahlequah Muni,Oklahoma,Tahlequah,35.930277777777775,-95.00452777777778,Reliever,35.92304,-95.001973,0.520404097679033
1037723,19307.2*A,Thomas P Stafford,Oklahoma,Weatherford,35.54580555555555,-98.66850000000001,Reliever,35.539229,-98.659654,0.6740334830225994
1037904,19307.2*A,Thomas P Stafford,Oklahoma,Weatherford,35.54580555555555,-98.66850000000001,Reliever,35.5386,-98.6601,0.6865970993964498
1038830,19283.*A,Tulsa Intl,Oklahoma,Tulsa,36.198388888888886,-95.88811111111112,Small,36.1893196,-95.892514,0.6733855430410507
1039146,19122.*A,University Of Oklahoma Westheimer,Oklahoma,Norman,35.245555555555555,-97.47213888888889,Reliever,35.246922,-97.461247,0.6221595026329894
1039433,19122.*A,University Of Oklahoma Westheimer,Oklahoma,Norman,35.245555555555555,-97.47213888888889,Reliever,35.23867,-97.47963,0.6367797027861528
1039504,19122.*A,University Of Oklahoma Westheimer,Oklahoma,Norman,35.245555555555555,-97.47213888888889,Reliever,35.238694,-97.479639,0.6358786208623511
1039735,19289.2*A,Vinita Muni,Oklahoma,Vinita,36.61461666666667,-95.15169444444444,Reliever,36.6232,-95.1478,0.6315093115745763
1039736,19289.2*A,Vinita Muni,Oklahoma,Vinita,36.61461666666667,-95.15169444444444,Reliever,36.6232,-95.1478,0.6315093115745763
1040428,19295.11*A,Walters Muni,Oklahoma,Walters,34.37258333333333,-98.40588611111112,Reliever,34.369498,-98.409345,0.2906040588648573
1043383,19136.*A,Will Rogers World,Oklahoma,Oklahoma City,35.393074999999996,-97.60076111111111,Small,35.406026,-97.600694,0.8953428867919542
1043870,19345.*A,Albany Muni,Oregon,Albany,44.637816666666666,-123.05945,Reliever,44.636768,-123.075263,0.7812524507021033
1043875,19345.*A,Albany Muni,Oregon,Albany,44.637816666666666,-123.05945,Reliever,44.631287,-123.076296,0.9437039155971596
1043939,19345.*A,Albany Muni,Oregon,Albany,44.637816666666666,-123.05945,Reliever,44.631097,-123.07378,0.8442615610922151
1043974,19345.*A,Albany Muni,Oregon,Albany,44.637816666666666,-123.05945,Reliever,44.630214,-123.055678,0.557387174501778
1043992,19345.*A,Albany Muni,Oregon,Albany,44.637816666666666,-123.05945,Reliever,44.627009,-123.049418,0.8954507924724434
1044129,19352.1*A,Ashland Muni-Sumner Parker Fld,Oregon,Ashland,42.19027777777777,-122.6606388888889,Reliever,42.185555,-122.668761,0.5288591706743063
