,Site_ID,Name,State,City,ARP_Latitude,ARP_Longitude,NPIAS_Category
637725,04938.*A,General Downing - Peoria Intl,Illinois,Peoria,40.66419444444444,-89.69325,Non-Hub
643063,04767.*A,Joliet Rgnl,Illinois,Joliet,41.51765833333333,-88.17552500000001,Reliever
645905,04824.*A,Litchfield Muni,Illinois,Litchfield,39.1625,-89.6746388888889,Reliever
649032,04870.*A,Monmouth Muni,Illinois,Monmouth,40.92970555555555,-90.63110833333333,Reliever
664136,04503.*A,Waukegan Ntl,Illinois,Chicago/Waukegan,42.42214722222222,-87.86791666666666,Reliever
665731,05388.11*A,Clark Rgnl,Indiana,Jeffersonville,38.366619444444446,-85.73814444444444,Reliever
674073,05375.*A,Indianapolis Intl,Indiana,Indianapolis,39.717305555555555,-86.29463888888888,Medium
684471,05281.*A,Smith Fld,Indiana,Fort Wayne,41.14336111111111,-85.15277777777779,Reliever
687567,05738.*A,Warsaw Muni,Indiana,Warsaw,41.27469444444444,-85.84008333333333,Reliever
693297,06811.*A,Johnson County Exec,Kansas,Olathe,38.84760277777778,-94.73758611111111,Reliever
693812,06721.*A,Lawrence Muni,Kansas,Lawrence,39.01111111111111,-95.21647222222222,Reliever
699541,06948.51*A,Trego Wakeeney,Kansas,Wakeeney,39.00652777777778,-99.89294444444445,Reliever
701091,07055.*A,Bowling Green-Warren County Rgnl,Kentucky,Bowling Green,36.96452777777778,-86.41966666666667,Reliever
707782,07425.*A,"Baton Rouge Metro, Ryan Fld",Louisiana,Baton Rouge,30.532916666666665,-91.1498888888889,Non-Hub
710227,07589.*A,Lafayette Rgnl/Paul Fournet Fld,Louisiana,Lafayette,30.205027777777776,-91.98775,Non-Hub
710751,07675.*A,Louis Armstrong New Orleans Intl,Louisiana,New Orleans,29.993277777777777,-90.25902777777777,Medium
713083,07796.*A,Winnsboro Muni,Louisiana,Winnsboro,32.15300555555555,-91.69855555555556,Reliever
713491,08995.*A,Cape Cod Gateway,Massachusetts,Hyannis,41.669333333333334,-70.2803611111111,Non-Hub
714532,08750.*A,Laurence G Hanscom Fld,Massachusetts,Bedford,42.469944444444444,-71.289,Non-Hub
714569,09011.*A,Lawrence Muni,Massachusetts,Lawrence,42.71704166666667,-71.12353333333333,Reliever
715444,09112.*A,New Bedford Rgnl,Massachusetts,New Bedford,41.676566666666666,-70.95783611111112,Reliever
715550,09180.*A,Norwood Meml,Massachusetts,Norwood,42.190527777777774,-71.17294444444445,Reliever
718818,08525.*A,Easton/Newnam Fld,Maryland,Easton,38.80416666666667,-76.069,Reliever
720460,08559.*A,Montgomery County Airpark,Maryland,Gaithersburg,39.16833333333333,-77.16600000000001,Reliever
721470,08551.*A,Tipton,Maryland,Fort Meade(Odenton),39.08538611111111,-76.75941388888889,Reliever
721798,07819.*A,Augusta State,Maine,Augusta,44.32065,-69.79731944444444,Reliever
721967,07840.*A,Bethel Rgnl,Maine,Bethel,44.42516666666666,-70.80991666666667,Reliever
721994,07849.*A,Biddeford Muni,Maine,Biddeford,43.464111111111116,-70.47238888888889,Reliever
722866,08050.*A,Newton Fld,Maine,Jackman,45.63275277777778,-70.24879166666666,Reliever
724468,09524.*A,Ann Arbor Muni,Michigan,Ann Arbor,42.22292777777778,-83.74570833333334,Reliever
728887,10228.*A,Canton-Plymouth-Mettetal,Michigan,Plymouth,42.34780555555556,-83.45633333333333,Reliever
732255,09725.*A,Coleman A Young Muni,Michigan,Detroit,42.409327777777776,-83.010175,Reliever
736492,09657.*A,Fitch H Beach,Michigan,Charlotte,42.574088888888895,-84.81209722222222,Reliever
