,Site_ID,Name,State,City,ARP_Latitude,ARP_Longitude,NPIAS_Category
0,50009.*A,Adak,Alaska,Adak Island,51.883583333333334,-176.64248333333333,Reliever
1,50016.1*A,Akhiok,Alaska,Akhiok,56.938691666666664,-154.18255555555555,Reliever
2,50017.*A,Akiachak,Alaska,Akiachak,60.91380833333333,-161.49333055555553,Reliever
3,50020.*A,Akiak,Alaska,Akiak,60.90289722222222,-161.23058333333333,Reliever
4,50022.1*A,Akutan,Alaska,Akutan,54.14461111111111,-165.60410833333333,Reliever
5,50024.1*A,Alakanuk,Alaska,Alakanuk,62.683055555555555,-164.72219444444445,Reliever
6,50027.53*A,Aleknagik /New,Alaska,Aleknagik,59.282555555555554,-158.61786666666669,Reliever
7,50029.1*A,Allakaket,Alaska,Allakaket,66.55183333333333,-152.6221666666667,Reliever
9,50029.61*A,Ambler,Alaska,Ambler,67.1062,-157.85715555555555,Reliever
11,50032.*A,Anaktuvuk Pass,Alaska,Anaktuvuk Pass,68.13361111111112,-151.7433333333333,Reliever
12,50038.*A,Aniak,Alaska,Aniak,61.581405555555556,-159.5453,Non-Hub
13,50039.1*A,Anvik,Alaska,Anvik,62.647333333333336,-160.19005555555555,Reliever
14,50039.8*A,Arctic Village,Alaska,Arctic Village,68.11466944444444,-145.57941666666667,Reliever
15,50040.5*A,Atka,Alaska,Atka,52.22058333333334,-174.20619444444444,Reliever
16,50044.*A,Atmautluak,Alaska,Atmautluak,60.86788888888889,-162.2742777777778,Reliever
17,50044.5*A,Atqasuk Edward Burnell Sr Meml,Alaska,Atqasuk,70.46711111111111,-157.43566666666666,Reliever
18,50055.5*A,Barter Island,Alaska,Barter Island,70.11311111111111,-143.6536111111111,Reliever
20,50058.*A,Beaver,Alaska,Beaver,66.36222222222221,-147.4065,Reliever
21,50061.1*A,Bethel,Alaska,Bethel,60.778555555555556,-161.8371666666667,Non-Hub
22,50062.*A,Bettles,Alaska,Bettles,66.91394444444445,-151.52905555555557,Reliever
23,50068.6*A,Big Lake,Alaska,Big Lake,61.534683333333334,-149.81254722222224,Reliever
24,50068.78*A,Birch Creek,Alaska,Birch Creek,66.27447222222222,-145.81819444444443,Reliever
25,50069.*A,Birchwood,Alaska,Birchwood,61.416088888888886,-149.50830555555555,Reliever
27,50412.9*A,Bob Baker Meml,Alaska,Kiana,66.976125,-160.43869166666667,Reliever
29,50072.*A,Boundary,Alaska,Boundary,64.07830277777778,-141.113375,Reliever
30,50072.5*A,Brevig Mission,Alaska,Brevig Mission,65.33133333333333,-166.4657222222222,Reliever
31,50073.1*A,Buckland,Alaska,Buckland,65.98155555555556,-161.14913888888887,Reliever
32,50090.*A,Central,Alaska,Central,65.57394444444444,-144.7808888888889,Reliever
33,50092.*A,Chalkyitsik,Alaska,Chalkyitsik,66.64502777777778,-143.73988888888888,Reliever
34,50094.3*A,Chandalar Lake,Alaska,Chandalar Lake,67.50451666666666,-148.48322222222222,Reliever
35,50093.95*A,Chandalar Shelf,Alaska,Chandalar Camp,68.06543888888889,-149.5797388888889,Reliever
36,50095.12*A,Chefornak,Alaska,Chefornak,60.136805555555554,-164.27905555555557,Reliever
37,50095.7*A,Chenega Bay,Alaska,Chenega,60.078561111111114,-147.99473333333333,Reliever
38,50096.22*A,Chevak,Alaska,Chevak,61.54083333333333,-165.60088888888887,Reliever
39,50097.*A,Chicken,Alaska,Chicken,64.06675277777778,-141.9513472222222,Reliever
40,50097.53*A,Chignik,Alaska,Chignik,56.31146388888889,-158.3732388888889,Reliever
41,50097.51*A,Chignik Lagoon,Alaska,Chignik Lagoon,56.310966666666666,-158.5344861111111,Reliever
42,50097.54*A,Chignik Lake,Alaska,Chignik Lake,56.25545555555556,-158.77783055555557,Reliever
43,50099.*A,Chisana,Alaska,Chisana,62.07175,-142.04935,Reliever
45,50103.*A,Chitina,Alaska,Chitina,61.58320277777778,-144.42980277777778,Reliever
46,50104.37*A,Chuathbaluk,Alaska,Chuathbaluk,61.579055555555556,-159.2156388888889,Reliever
47,50106.5*A,Circle City,Alaska,Circle,65.82791666666667,-144.07619722222222,Reliever
48,50108.*A,Circle Hot Springs,Alaska,Circle Hot Springs,65.48590833333333,-144.61168333333333,Reliever
49,50108.3*A,Clarks Point,Alaska,Clarks Point,58.83369444444445,-158.5293888888889,Reliever
50,50109.01*A,Clear,Alaska,Clear,64.30038888888889,-149.11652777777778,Reliever
52,50114.*A,Cold Bay,Alaska,Cold Bay,55.20591666666667,-162.72625,Reliever
53,50114.35*A,Coldfoot,Alaska,Coldfoot,67.25216944444445,-150.20390833333332,Reliever
55,50125.*A,Cordova Muni,Alaska,Cordova,60.54364444444444,-145.72585555555557,Reliever
56,50127.*A,Council,Alaska,Council,64.89674722222223,-163.7034972222222,Reliever
57,50132.1*A,Crooked Creek,Alaska,Crooked Creek,61.86788888888889,-158.13494444444444,Reliever
58,50135.1*A,Dahl Creek,Alaska,Dahl Creek,66.94256111111112,-156.89136944444445,Reliever
59,50140.7*A,Deadhorse,Alaska,Deadhorse,70.19475277777778,-148.46516388888887,Non-Hub
60,50145.1*A,Deering,Alaska,Deering,66.06911111111111,-162.76705555555557,Reliever
62,50153.*A,Dillingham,Alaska,Dillingham,59.044666666666664,-158.5055,Non-Hub
64,50175.*A,Eagle,Alaska,Eagle,64.77808333333333,-141.1496111111111,Reliever
66,50258.*A,Edward G Pitka Sr,Alaska,Galena,64.73618888888889,-156.93455555555556,Reliever
67,50177.*A,Eek,Alaska,Eek,60.21369444444445,-162.0438888888889,Reliever
68,50178.1*A,Egegik,Alaska,Egegik,58.185491666666664,-157.3754277777778,Reliever
69,50182.*A,Ekwok,Alaska,Ekwok,59.35683888888889,-157.4711388888889,Reliever
70,50197.*A,Elim,Alaska,Elim,64.61497222222222,-162.2705277777778,Reliever
71,50198.61*A,Emmonak,Alaska,Emmonak,62.786138888888885,-164.49075,Reliever
74,50219.*A,Fairbanks Intl,Alaska,Fairbanks,64.81511111111111,-147.85644444444443,Small
75,50221.5*A,False Pass,Alaska,False Pass,54.847861111111115,-163.4071111111111,Reliever
77,50230.*A,Flat,Alaska,Flat,62.452650000000006,-157.98906944444443,Reliever
78,50235.*A,Fort Yukon,Alaska,Fort Yukon,66.57241666666667,-145.24633333333333,Reliever
79,50257.5*A,Galbraith Lake,Alaska,Galbraith Lake,68.47966666666667,-149.48991666666666,Reliever
80,50260.*A,Gambell,Alaska,Gambell,63.766616666666664,-171.73278333333334,Reliever
81,50270.1*A,Girdwood,Alaska,Girdwood,60.96902222222222,-149.11934444444447,Reliever
84,50275.01*A,Golovin,Alaska,Golovin,64.55045833333332,-163.0071722222222,Reliever
85,50277.*A,Goodnews,Alaska,Goodnews,59.11786111111111,-161.57366666666667,Reliever
86,50278.6*A,Goose Bay,Alaska,Goose Bay,61.39465,-149.84226944444444,Reliever
87,50280.69*A,Grayling,Alaska,Grayling,62.89208611111111,-160.06639722222224,Reliever
88,50281.*A,Gulkana,Alaska,Gulkana,62.154333333333334,-145.45529166666665,Reliever
89,50284.*A,Gustavus,Alaska,Gustavus,58.42527777777777,-135.70741666666666,Non-Hub
90,50296.*A,Haines,Alaska,Haines,59.243830555555554,-135.5235388888889,Reliever
92,50308.*A,Healy River,Alaska,Healy,63.867583333333336,-148.96883333333332,Reliever
93,50318.*A,Holy Cross,Alaska,Holy Cross,62.18830555555555,-159.77494444444446,Reliever
94,50320.*A,Homer,Alaska,Homer,59.64499444444444,-151.48580833333332,Non-Hub
95,50321.01*A,Hoonah,Alaska,Hoonah,58.0962,-135.40875555555556,Reliever
96,50322.*A,Hooper Bay,Alaska,Hooper Bay,61.52386944444444,-166.14662222222222,Reliever
97,50324.*A,Hope,Alaska,Hope,60.90725277777778,-149.6228111111111,Reliever
99,50328.*A,Hughes,Alaska,Hughes,66.03908333333334,-154.26469444444444,Reliever
100,50330.1*A,Huslia,Alaska,Huslia,65.69786111111111,-156.3513888888889,Reliever
101,50338.*A,Igiugig,Alaska,Igiugig,59.32404166666667,-155.90177222222223,Reliever
102,50340.*A,Iliamna,Alaska,Iliamna,59.75557777777778,-154.91775277777776,Reliever
106,50385.*A,Juneau Intl,Alaska,Juneau,58.354711111111115,-134.57846944444444,Non-Hub
107,50393.01*A,Kake,Alaska,Kake,56.96136388888889,-133.9102611111111,Reliever
108,50397.*A,Kalskag,Alaska,Kalskag,61.53597222222222,-160.34558333333334,Reliever
109,50398.*A,Kaltag,Alaska,Kaltag,64.31898055555556,-158.74130555555556,Reliever
110,50399.*A,Kantishna,Alaska,Kantishna,63.54098611111111,-150.99507777777777,Reliever
111,50399.7*A,Karluk,Alaska,Karluk,57.56605555555555,-154.45380555555553,Reliever
112,50405.5*A,Kasigluk,Alaska,Kasigluk,60.873333333333335,-162.52430555555557,Reliever
114,50410.*A,Kenai Muni,Alaska,Kenai,60.57327777777778,-151.24483333333333,Non-Hub
115,50412.03*A,Ketchikan Intl,Alaska,Ketchikan,55.354083333333335,-131.7112222222222,Non-Hub
116,50414.1*A,King Cove,Alaska,King Cove,55.11638333333333,-162.26653611111112,Reliever
117,50416.*A,King Salmon,Alaska,King Salmon,58.676494444444444,-156.64869166666665,Non-Hub
118,50416.31*A,Kipnuk,Alaska,Kipnuk,59.93161111111111,-164.02811111111112,Reliever
119,50417.*A,Kivalina,Alaska,Kivalina,67.73613888888889,-164.5635,Reliever
120,50420.01*A,Klawock,Alaska,Klawock,55.57922222222223,-133.076,Non-Hub
121,50422.1*A,Kobuk,Alaska,Kobuk,66.91233333333334,-156.89733333333334,Reliever
122,50425.*A,Kodiak,Alaska,Kodiak,57.74979444444445,-152.49394444444442,Non-Hub
123,50423.*A,Kodiak Muni,Alaska,Kodiak,57.80591666666666,-152.37384166666666,Reliever
124,50426.25*A,Kokhanok,Alaska,Kokhanok,59.43328611111111,-154.80259166666667,Reliever
125,50426.4*A,Koliganek,Alaska,Koliganek,59.72675,-157.26025,Reliever
126,50426.6*A,Kongiganak,Alaska,Kongiganak,59.96163055555556,-162.88059444444445,Reliever
127,50427.61*A,Kotlik,Alaska,Kotlik,63.03058333333333,-163.5326388888889,Reliever
128,50433.2*A,Koyuk Alfred Adams,Alaska,Koyuk,64.93952777777778,-161.1542777777778,Reliever
129,50436.*A,Koyukuk,Alaska,Koyukuk,64.87580555555554,-157.73044444444446,Reliever
131,50438.5*A,Kwethluk,Alaska,Kwethluk,60.79033333333333,-161.44369444444445,Reliever
132,50438.61*A,Kwigillingok,Alaska,Kwigillingok,59.87558333333333,-163.16803888888887,Reliever
133,50037.*A,Lake Hood,Alaska,Anchorage,61.186638888888886,-149.96539444444443,Non-Hub
134,50439.*A,Lake Louise,Alaska,Lake Louise,62.29161944444444,-146.57735,Reliever
135,50439.71*A,Larsen Bay,Alaska,Larsen Bay,57.53508333333333,-153.97666666666666,Reliever
137,50449.01*A,Levelock,Alaska,Levelock,59.12708333333333,-156.8598888888889,Reliever
138,50449.5*A,Lime Village,Alaska,Lime Village,61.35913055555556,-155.4403861111111,Reliever
140,50475.*A,Manley Hot Springs,Alaska,Manley Hot Springs,64.98794444444445,-150.64758333333333,Reliever
141,50476.*A,Manokotak,Alaska,Manokotak,58.93205555555555,-158.9018888888889,Reliever
142,50480.01*A,Marshall Don Hunter Sr,Alaska,Marshall,61.86416666666667,-162.02611111111113,Reliever
143,50482.*A,May Creek,Alaska,May Creek,61.33616111111111,-142.6858861111111,Reliever
144,50464.01*A,Mccarthy,Alaska,Mccarthy,61.43781944444444,-142.90250277777778,Reliever
145,50467.*A,Mc Grath,Alaska,Mcgrath,62.952783333333336,-155.6070472222222,Reliever
147,50488.5*A,Mekoryuk,Alaska,Mekoryuk,60.37238888888889,-166.27019444444446,Reliever
148,50124.*A,Merle K (Mudhole) Smith,Alaska,Cordova,60.49177777777778,-145.47755555555557,Non-Hub
149,50035.*A,Merrill Fld,Alaska,Anchorage,61.213544444444445,-149.844725,Non-Hub
152,50497.*A,Minchumina,Alaska,Minchumina,63.88597222222222,-152.30183333333335,Reliever
153,50498.1*A,Minto Al Wright,Alaska,Minto,65.14816666666667,-149.36858333333333,Reliever
154,50502.*A,Mountain Village,Alaska,Mountain Village,62.09477777777778,-163.6828611111111,Reliever
155,50517.4*A,Naknek,Alaska,Naknek,58.73466388888889,-157.02521111111113,Reliever
156,50519.8*A,Nanwalek,Alaska,Nanwalek,59.35214722222222,-151.92515555555553,Reliever
157,50520.01*A,Napakiak,Alaska,Napakiak,60.69033333333333,-161.9785,Reliever
158,50520.18*A,Napaskiak,Alaska,Napaskiak,60.70291666666667,-161.77830555555556,Reliever
159,50523.35*A,Nelson Lagoon,Alaska,Nelson Lagoon,56.00753611111111,-161.16036666666668,Reliever
160,50524.*A,Nenana Muni,Alaska,Nenana,64.54733055555555,-149.073975,Reliever
161,50528.7*A,New Stuyahok,Alaska,New Stuyahok,59.451527777777784,-157.37316666666666,Reliever
162,50529.*A,Newtok,Alaska,Newtok,60.939138888888884,-164.64124999999999,Reliever
163,50529.75*A,Nightmute,Alaska,Nightmute,60.46916944444445,-164.70403888888887,Reliever
164,50529.9*A,Nikolai,Alaska,Nikolai,63.01855833333333,-154.35843888888888,Reliever
166,50536.1*A,Noatak,Alaska,Noatak,67.56116666666667,-162.98041666666666,Reliever
167,50540.*A,Nome,Alaska,Nome,64.51255555555555,-165.44438888888888,Non-Hub
169,50540.1*A,Nondalton,Alaska,Nondalton,59.98023055555556,-154.839175,Reliever
170,50544.*A,Northway,Alaska,Northway,62.96116666666667,-141.92808333333332,Reliever
171,50548.8*A,Nuiqsut,Alaska,Nuiqsut,70.20983333333334,-151.00647222222221,Reliever
172,50550.*A,Nulato,Alaska,Nulato,64.72933333333333,-158.07422222222223,Reliever
173,50698.71*A,Nunam Iqua,Alaska,Nunam Iqua,62.52041666666666,-164.8476388888889,Reliever
174,50552.1*A,Nunapitchuk,Alaska,Nunapitchuk,60.906,-162.44058333333334,Reliever
175,50558.1*A,Old Harbor,Alaska,Old Harbor,57.21830555555556,-153.26983055555556,Reliever
176,50575.*A,Ophir,Alaska,Ophir,63.145919444444445,-156.52890833333333,Reliever
177,50580.1*A,Ouzinkie,Alaska,Ouzinkie,57.94215555555555,-152.46499444444444,Reliever
178,50587.7*A,Pedro Bay,Alaska,Pedro Bay,59.79694444444444,-154.12997222222222,Reliever
179,50588.61*A,Perryville,Alaska,Perryville,55.90672222222222,-159.16083055555555,Reliever
180,50590.2*A,Petersburg James A Johnson,Alaska,Petersburg,56.801472222222216,-132.94622222222222,Non-Hub
181,50593.*A,Pilot Point,Alaska,Pilot Point,57.58038055555556,-157.57195555555555,Reliever
182,50594.7*A,Pilot Station,Alaska,Pilot Station,61.96147777777778,-162.94235555555557,Reliever
183,50598.*A,Platinum,Alaska,Platinum,59.017830555555555,-161.82719166666666,Reliever
184,50601.*A,Point Hope,Alaska,Point Hope,68.34875,-166.79927777777777,Reliever
185,50601.3*A,Point Lay Lrrs,Alaska,Point Lay,69.7328888888889,-163.00533333333334,Reliever
186,50609.31*A,Portage Creek,Alaska,Portage Creek,58.906525,-157.71116666666666,Reliever
187,50614.*A,Port Graham,Alaska,Port Graham,59.348475,-151.8303222222222,Reliever
188,50615.*A,Port Heiden,Alaska,Port Heiden,56.9591,-158.6333611111111,Reliever
189,50615.2*A,Port Lions,Alaska,Port Lions,57.884925,-152.84757222222223,Reliever
190,50620.2*A,Prospect Creek,Alaska,Prospect Creek,66.81405555555556,-150.6436111111111,Reliever
195,50623.4*A,Quinhagak,Alaska,Quinhagak,59.755094444444445,-161.84536666666668,Reliever
197,50746.*A,Ralph M Calhoun Meml,Alaska,Tanana,65.1743888888889,-152.1081111111111,Reliever
198,50429.*A,Ralph Wien Meml,Alaska,Kotzebue,66.88480555555556,-162.5981388888889,Non-Hub
199,50645.*A,Rampart,Alaska,Rampart,65.5079,-150.14083333333332,Reliever
200,50648.*A,Red Devil,Alaska,Red Devil,61.78805555555555,-157.35025,Reliever
201,50541.*A,Robert/Bob/Curtis Meml,Alaska,Noorvik,66.81752777777777,-161.02225,Reliever
202,50670.*A,Ruby,Alaska,Ruby,64.72722222222222,-155.4698888888889,Reliever
203,50672.*A,Russian Mission,Alaska,Russian Mission,61.77489166666667,-161.3194,Reliever
205,50684.4*A,Sand Point,Alaska,Sand Point,55.313694444444444,-160.52142500000002,Reliever
206,50687.*A,Savoonga,Alaska,Savoonga,63.686277777777775,-170.49316666666667,Reliever
207,50690.*A,Scammon Bay,Alaska,Scammon Bay,61.84454166666667,-165.57375,Reliever
208,50692.*A,Selawik,Alaska,Selawik,66.60013888888888,-159.98575,Reliever
209,50693.*A,Seldovia,Alaska,Seldovia,59.44390555555555,-151.70504166666666,Reliever
210,50696.*A,Seward,Alaska,Seward,60.12988611111111,-149.41663055555557,Reliever
211,50696.7*A,Shageluk,Alaska,Shageluk,62.69230555555555,-159.5692222222222,Reliever
212,50697.*A,Shaktoolik,Alaska,Shaktoolik,64.37108333333333,-161.22397222222222,Reliever
214,50701.01*A,Shishmaref,Alaska,Shishmaref,66.24958333333333,-166.08936111111112,Reliever
215,50702.1*A,Shungnak,Alaska,Shungnak,66.88808333333334,-157.16241666666667,Reliever
216,50703.*A,Sitka Rocky Gutierrez,Alaska,Sitka,57.04683333333333,-135.36106944444444,Non-Hub
218,50704.*A,Skagway,Alaska,Skagway,59.4602,-135.31685833333333,Reliever
219,50708.*A,Skwentna,Alaska,Skwentna,61.96611388888889,-151.19539166666667,Reliever
220,50711.*A,Sleetmute,Alaska,Sleetmute,61.70050833333334,-157.16585,Reliever
221,50713.2*A,Soldotna,Alaska,Soldotna,60.47513888888889,-151.03963888888887,Reliever
222,50714.45*A,South Naknek Nr 2,Alaska,South Naknek,58.702083333333334,-157.00258333333332,Reliever
224,50719.4*A,Stebbins,Alaska,Stebbins,63.515972222222224,-162.27800000000002,Reliever
225,50721.*A,Stevens Village,Alaska,Stevens Village,66.01716666666667,-149.05436111111112,Reliever
226,50680.4*A,St George,Alaska,St George,56.57736111111112,-169.66372222222222,Reliever
227,50680.8*A,St Mary'S,Alaska,St Mary'S,62.06083333333333,-163.30183333333335,Non-Hub
228,50681.11*A,St Michael,Alaska,St Michael,63.49005555555556,-162.11038888888888,Reliever
229,50722.01*A,Stony River 2,Alaska,Stony River,61.78975,-156.58852777777778,Reliever
230,50682.*A,St Paul Island,Alaska,St Paul Island,57.16630555555555,-170.22255555555554,Reliever
232,50735.*A,Takotna,Alaska,Takotna,62.99294444444445,-156.02972222222223,Reliever
233,50738.*A,Talkeetna,Alaska,Talkeetna,62.32137222222222,-150.09271944444444,Reliever
236,50749.1*A,Tatitlek,Alaska,Tatitlek,60.87238888888889,-146.69116666666667,Reliever
240,50034.*A,Ted Stevens Anchorage Intl,Alaska,Anchorage,61.17408333333333,-149.9981388888889,Medium
241,50755.*A,Telida,Alaska,Telida,63.37898333333333,-153.28421666666665,Reliever
242,50756.1*A,Teller,Alaska,Teller,65.24038888888889,-166.3393888888889,Reliever
243,50759.01*A,Tetlin,Alaska,Tetlin,63.124694444444444,-142.51855555555557,Reliever
246,50764.4*A,Togiak,Alaska,Togiak Village,59.053555555555555,-160.39677777777777,Reliever
247,50764.72*A,Tok Junction,Alaska,Tok,63.32951388888889,-142.95368333333332,Reliever
248,50766.4*A,Toksook Bay,Alaska,Toksook Bay,60.541333333333334,-165.08719444444446,Reliever
251,50771.*A,Tuluksak,Alaska,Tuluksak,61.08772777777778,-160.92335277777778,Reliever
252,50772.6*A,Tuntutuliak,Alaska,Tuntutuliak,60.351108333333336,-162.6546111111111,Reliever
253,50773.*A,Tununak,Alaska,Tununak,60.56952777777778,-165.24627777777778,Reliever
254,50776.*A,Twin Hills,Alaska,Twin Hills,59.074525,-160.27504166666668,Reliever
255,50790.1*A,Ugashik,Alaska,Ugashik,57.523424999999996,-157.39599444444443,Reliever
258,50799.*A,Unalakleet,Alaska,Unalakleet,63.8885,-160.7991111111111,Non-Hub
259,50801.*A,Unalaska,Alaska,Unalaska,53.898944444444446,-166.5450277777778,Non-Hub
260,50825.1*A,Valdez Pioneer Fld,Alaska,Valdez,61.13421666666667,-146.2447611111111,Non-Hub
261,50855.2*A,Wainwright,Alaska,Wainwright,70.638,-159.99474999999998,Reliever
262,50860.*A,Wales,Alaska,Wales,65.62255555555555,-168.09497222222222,Reliever
263,50584.*A,"Warren ""Bud"" Woods Palmer Muni",Alaska,Palmer,61.59491666666667,-149.08872222222223,Reliever
264,50870.3*A,Wasilla,Alaska,Wasilla,61.571986111111116,-149.53955555555555,Reliever
265,50874.*A,White Mountain,Alaska,White Mountain,64.68919444444445,-163.41275000000002,Reliever
266,50875.*A,Whittier,Alaska,Whittier,60.777169444444446,-148.71965277777778,Reliever
267,50054.3*A,Wiley Post-Will Rogers Meml,Alaska,Barrow,71.28486111111111,-156.76858333333334,Non-Hub
268,50878.*A,Willow,Alaska,Willow,61.75418888888889,-150.0517388888889,Reliever
269,50888.*A,Wiseman,Alaska,Wiseman,67.40510833333335,-150.1208777777778,Reliever
270,50905.2*A,Wrangell,Alaska,Wrangell,56.48433333333333,-132.36983333333333,Non-Hub
271,50920.*A,Yakutat,Alaska,Yakutat,59.503322222222224,-139.66026944444445,Non-Hub
272,00103.*A,Abbeville Muni,Alabama,Abbeville,31.600222222222225,-85.23830833333334,Reliever
274,00112.1*A,Albertville Rgnl-Thomas J Brumlik Fld,Alabama,Albertville,34.229111111111116,-86.25575,Reliever
275,00128.*A,Anniston Rgnl,Alabama,Anniston,33.588166666666666,-85.8581111111111,Reliever
276,00135.*A,Ashland/Lineville,Alabama,Ashland/Lineville,33.28419722222222,-85.80896666666666,Reliever
277,00140.1*A,Atmore Muni,Alabama,Atmore,31.01613888888889,-87.44675000000001,Reliever
278,00146.*A,Auburn University Rgnl,Alabama,Auburn,32.61511111111111,-85.434,Reliever
279,00155.*A,Bay Minette Muni,Alabama,Bay Minette,30.870333333333335,-87.81933333333333,Reliever
280,00157.1*A,Bessemer,Alabama,Bessemer,33.31261111111111,-86.92630555555556,Reliever
281,00218.7*A,Bibb County,Alabama,Centreville,32.93693888888888,-87.09054722222221,Reliever
282,00502.1*A,Bill Pugh Fld,Alabama,Russellville,34.44508333333333,-87.71163888888888,Reliever
283,00164.*A,Birmingham-Shuttlesworth Intl,Alabama,Birmingham,33.56388888888888,-86.75230555555555,Small
284,00186.*A,Brewton Muni,Alabama,Brewton,31.050833333333333,-87.06597222222221,Reliever
285,00199.1*A,Butler-Choctaw County,Alabama,Butler,32.119305555555556,-88.12747222222221,Reliever
286,00207.1*A,Camden Muni,Alabama,Camden,31.97975,-87.33911111111111,Reliever
287,00267.6*A,Carl Folsom,Alabama,Elba,31.410041666666665,-86.0903361111111,Reliever
288,00218.12*A,Centre-Piedmont-Cherokee County Rgnl,Alabama,Centre,34.08991666666667,-85.61008333333332,Reliever
289,00233.*A,Chilton County,Alabama,Clanton,32.85048333333334,-86.61143333333332,Reliever
290,00234.*A,Clayton Muni,Alabama,Clayton,31.883333333333333,-85.48522222222222,Reliever
291,00245.*A,Courtland,Alabama,Courtland,34.65815833333333,-87.34855833333333,Reliever
292,00511.*A,Craig Fld,Alabama,Selma,32.343947222222226,-86.98780555555555,Reliever
293,00248.3*A,Cullman Rgnl-Folsom Fld,Alabama,Cullman,34.26869444444444,-86.85802777777778,Reliever
294,00254.*A,Demopolis Rgnl,Alabama,Demopolis,32.46383333333333,-87.95405555555556,Reliever
295,00267.*A,Dothan Rgnl,Alabama,Dothan,31.32102777777778,-85.44947222222223,Non-Hub
297,00287.1*A,Enterprise Muni,Alabama,Enterprise,31.299722222222226,-85.89983333333333,Reliever
298,00296.*A,Evergreen Rgnl/Middleton Fld,Alabama,Evergreen,31.415,-87.04336111111111,Reliever
299,00308.5*A,Florala Muni,Alabama,Florala,31.042472222222223,-86.3115611111111,Reliever
300,00323.3*A,Foley Muni,Alabama,Foley,30.427666666666667,-87.70097222222222,Reliever
301,00565.*A,Franklin Fld,Alabama,Union Springs,32.16759166666667,-85.81119722222222,Reliever
303,00344.1*A,Geneva Muni,Alabama,Geneva,31.052625,-85.86894444444444,Reliever
304,00119.*A,George Downer,Alabama,Aliceville,33.106744444444445,-88.197175,Reliever
305,00350.1*A,Greensboro Muni,Alabama,Greensboro,32.68154166666667,-87.66206944444446,Reliever
306,00360.*A,Guntersville Muni - Joe Starnes Fld,Alabama,Guntersville,34.406188888888884,-86.26086944444444,Reliever
307,00374.1*A,Hartselle-Morgan County Rgnl,Alabama,Hartselle,34.40822222222222,-86.93294444444444,Reliever
308,00376.*A,Headland Muni,Alabama,Headland,31.364138888888892,-85.31252777777777,Reliever
309,00300.3*A,H L Sonny Callahan,Alabama,Fairhope,30.4605,-87.87702777777777,Reliever
310,00385.4*A,Huntsville Exec Tom Sharp Jr Fld,Alabama,Huntsville,34.85936111111111,-86.55752777777778,Reliever
311,00385.1*A,Huntsville Intl-Carl T Jones Fld,Alabama,Huntsville,34.63719722222222,-86.77505555555555,Small
312,00328.1*A,Isbell Fld,Alabama,Fort Payne,34.47369444444445,-85.7213888888889,Reliever
313,00359.7*A,Jack Edwards Ntl,Alabama,Gulf Shores,30.28963888888889,-87.67177777777778,Reliever
314,00394.1*A,Jackson Muni,Alabama,Jackson,31.470558333333333,-87.89590277777778,Reliever
315,00250.1*A,Jeremiah Denton,Alabama,Dauphin Island,30.260491666666667,-88.12747222222221,Reliever
317,00410.1*A,Lanett Muni,Alabama,Lanett,32.81184444444444,-85.22948611111111,Reliever
319,00353.1*A,Mac Crenshaw Meml,Alabama,Greenville,31.845694444444444,-86.61075,Reliever
320,00366.1*A,Marion County-Rankin Fite,Alabama,Hamilton,34.11694444444444,-87.99822222222222,Reliever
321,00525.1*A,Merkel Fld Sylacauga Muni,Alabama,Sylacauga,33.17183333333333,-86.30552777777777,Reliever
322,00437.*A,Mobile Downtown,Alabama,Mobile,30.626780555555555,-88.06809166666666,Reliever
323,00438.*A,Mobile Rgnl,Alabama,Mobile,30.691416666666665,-88.24283333333334,Non-Hub
324,00440.2*A,Monroe County Aeroplex,Alabama,Monroeville,31.458055555555553,-87.35102777777777,Reliever
325,00447.*A,Montgomery Rgnl (Dannelly Fld),Alabama,Montgomery,32.300638888888884,-86.39397222222223,Non-Hub
326,00561.*A,Moton Fld Muni,Alabama,Tuskegee,32.46047222222222,-85.68002777777778,Reliever
327,00333.*A,Northeast Alabama Rgnl,Alabama,Gadsden,33.97265,-86.08908333333333,Reliever
328,00494.*A,North Pickens,Alabama,Reform,33.38675277777778,-88.00658055555556,Reliever
329,00455.*A,Northwest Alabama Rgnl,Alabama,Muscle Shoals,34.745305555555554,-87.61022222222222,Reliever
330,00480.1*A,Ozark-Blackwell Fld,Alabama,Ozark,31.431811111111113,-85.62053333333333,Reliever
331,00363.*A,Posey Fld,Alabama,Haleyville,34.28033333333333,-87.60041666666666,Reliever
332,00481.91*A,Prattville - Grouby Fld,Alabama,Prattville,32.43872222222222,-86.51269444444445,Reliever
333,00251.*A,Pryor Fld Rgnl,Alabama,Decatur,34.65405555555555,-86.94536111111111,Reliever
334,00302.*A,Richard Arthur Fld,Alabama,Fayette,33.70910555555556,-87.81520833333333,Reliever
335,00498.*A,Roanoke Muni Enloe,Alabama,Roanoke,33.12967777777778,-85.37221666666666,Reliever
336,00463.1*A,Robbins Fld,Alabama,Oneonta,33.97127777777778,-86.38038888888889,Reliever
338,00509.1*A,Scottsboro Muni-Word Fld,Alabama,Scottsboro,34.688694444444444,-86.00594444444444,Reliever
339,00110.*A,Shelby County,Alabama,Alabaster,33.17777777777778,-86.78322222222222,Reliever
340,00124.*A,South Alabama Rgnl At Bill Benton Fld,Alabama,Andalusia,31.30836111111111,-86.39222222222223,Reliever
